Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,"46,592","47,779","51,693","32,710","45,315","39,144","64,674","55,879","51,653","44,859","42,164",Upgrade
Market Cap Growth,-,-7.57%,58.04%,-27.82%,15.76%,-39.47%,15.74%,8.18%,15.15%,6.39%,43.52%,Upgrade
Enterprise Value,"17,531","82,655","60,353","-3,280","133,910","135,159","169,722","177,104","190,062","201,673","202,177",Upgrade
PE Ratio,8.76,12.02,10.01,12.52,8.76,7.70,12.19,11.11,11.91,43.07,8.52,Upgrade
PS Ratio,2.17,1523.31,2.61,1.70,2.29,1.99,3.39,2.97,2.92,2.78,1.40,Upgrade
PB Ratio,0.83,0.89,0.89,0.63,0.78,0.71,1.19,1.04,1.00,0.89,0.92,Upgrade
P/FCF Ratio,4.07,-3.89,-3.16,0.29,3.30,5.46,-10.84,6.30,4.67,3.56,-4.43,Upgrade
P/OCF Ratio,4.07,-3.98,-3.20,0.29,3.21,5.23,-11.38,6.04,4.52,3.45,-4.63,Upgrade
EV/Sales Ratio,0.82,2635.24,3.05,-0.17,6.76,6.88,8.91,9.42,10.75,12.52,6.69,Upgrade
EV/EBITDA Ratio,2.57,14.15,3.72,-0.22,5.65,5.92,4.13,4.34,4.39,4.86,4.02,Upgrade
EV/EBIT Ratio,2.86,16.30,3.94,-0.24,5.86,6.07,4.19,4.40,4.46,4.95,4.09,Upgrade
EV/FCF Ratio,1.53,-6.74,-3.69,-0.03,9.75,18.85,-28.44,19.96,17.19,16.01,-21.23,Upgrade
Debt / Equity Ratio,18.38,18.38,16.63,0,0,16.40,15.77,15.96,16.59,20.01,24.19,Upgrade
Debt / EBITDA Ratio,19.83,22.13,7.74,5.77,6.17,6.73,3.20,3.49,3.73,4.10,3.47,Upgrade
Debt / FCF Ratio,11.81,-10.53,-7.67,0.77,10.64,21.42,-22.04,16.06,14.62,13.50,-18.31,Upgrade
Current Ratio,0.19,0.19,0,0,0,0,0,0,0,0,0,Upgrade
Asset Turnover,0.02,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,Upgrade
Return on Equity (ROE),2.18%,7.36%,8.86%,5.07%,8.89%,9.23%,9.73%,9.34%,8.38%,2.07%,10.78%,Upgrade
Return on Assets (ROA),0.11%,0.38%,0.50%,0.26%,0.54%,0.53%,0.58%,0.55%,0.48%,0.10%,0.43%,Upgrade
Return on Capital (ROIC),0.14%,0.41%,1.39%,1.18%,1.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Earnings Yield,9.95%,8.32%,9.99%,7.99%,11.41%,12.99%,8.20%,9.00%,8.40%,2.32%,11.74%,Upgrade
FCF Yield,24.54%,-25.68%,-31.65%,340.22%,30.31%,18.32%,-9.23%,15.88%,21.41%,28.07%,-22.59%,Upgrade
Dividend Yield,5.86%,7.00%,4.98%,0.15%,6.39%,7.20%,4.29%,4.88%,2.92%,0.00%,0.00%,Upgrade
Payout Ratio,0.00%,84.19%,49.87%,1.90%,56.03%,55.43%,52.27%,54.20%,34.74%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,4.17%,-,0.27%,-0.15%,-0.22%,0.16%,-0.37%,-0.59%,-0.03%,-0.55%,-0.82%,Upgrade
Total Shareholder Return,10.02%,7.00%,5.25%,0.00%,6.17%,7.36%,3.92%,4.29%,2.89%,-0.55%,-0.82%,Upgrade
