Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,"36,840","39,062","45,160","34,326","58,888","46,063","66,989","55,377","77,886","82,881","93,664",Upgrade
Market Cap Growth,-,-13.50%,31.56%,-41.71%,27.84%,-31.24%,20.97%,-28.90%,-6.03%,-11.51%,70.16%,Upgrade
Enterprise Value,"75,472","77,695","81,735","94,101","116,385","93,776","87,290","92,545","114,421","124,433","156,793",Upgrade
PE Ratio,5.64,6.46,6.33,28.97,18.20,9.13,14.19,27.16,113.37,47.29,-67.49,Upgrade
PS Ratio,5.26,5.58,0.91,0.86,1.06,1.64,1.45,1.13,2.28,1.78,1.49,Upgrade
PB Ratio,0.65,0.69,0.64,0.51,0.94,0.73,1.04,0.93,1.13,1.09,1.45,Upgrade
P/FCF Ratio,1.55,1.65,6.82,0.95,4.83,-2.73,-9.17,-22427.83,3.64,5.94,-3.44,Upgrade
P/OCF Ratio,1.39,1.47,5.01,0.89,3.97,-3.27,-15.52,21.63,3.23,5.14,-3.64,Upgrade
EV/Sales Ratio,10.79,11.10,1.64,2.36,2.09,3.35,1.89,1.89,3.35,2.67,2.49,Upgrade
EV/EBITDA Ratio,9.80,10.09,9.62,97.58,23.00,13.61,12.62,22.21,67.22,57.55,249.88,Upgrade
EV/EBIT Ratio,9.80,10.09,9.62,97.58,23.00,13.61,12.62,22.21,67.22,57.55,249.88,Upgrade
EV/FCF Ratio,3.18,3.27,12.34,2.60,9.54,-5.56,-11.95,-37480.83,5.35,8.92,-5.77,Upgrade
Debt / Equity Ratio,2.62,2.62,1.97,2.38,2.08,1.86,1.56,1.63,1.80,1.61,2.28,Upgrade
Debt / EBITDA Ratio,19.35,19.35,16.32,166.47,25.78,17.11,14.51,23.19,72.69,56.44,234.97,Upgrade
Debt / FCF Ratio,6.28,6.28,20.94,4.44,10.69,-6.99,-13.74,-39132.00,5.79,8.75,-5.42,Upgrade
Asset Turnover,0.01,0.01,0.04,0.03,0.05,0.03,0.04,0.05,0.03,0.04,0.04,Upgrade
Return on Equity (ROE),10.00%,10.00%,10.50%,1.80%,5.00%,8.10%,7.30%,3.50%,1.00%,2.60%,-2.10%,Upgrade
Return on Assets (ROA),0.60%,0.60%,0.60%,0.10%,0.30%,0.50%,0.40%,0.20%,0.10%,0.10%,-0.10%,Upgrade
Return on Capital (ROIC),0.70%,0.70%,0.70%,0.10%,0.50%,0.70%,0.60%,0.40%,0.10%,0.20%,0.00%,Upgrade
Earnings Yield,16.42%,15.49%,15.81%,3.45%,5.49%,10.95%,7.05%,3.68%,0.88%,2.11%,-1.48%,Upgrade
FCF Yield,64.45%,60.78%,14.66%,105.35%,20.72%,-36.61%,-10.91%,-0.00%,27.44%,16.83%,-29.03%,Upgrade
Dividend Yield,1.33%,19.64%,10.82%,-,20.18%,25.78%,17.60%,20.13%,8.53%,-,-,Upgrade
Payout Ratio,30.70%,30.70%,17.20%,0.00%,90.70%,59.10%,62.30%,131.60%,197.10%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,1.32%,-0.26%,-1.12%,1.56%,1.12%,-0.73%,-,-,-0.01%,-1.46%,-2.35%,Upgrade
Total Shareholder Return,2.65%,19.38%,9.70%,1.56%,21.31%,25.06%,17.60%,20.13%,8.52%,-1.46%,-2.35%,Upgrade
