Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,130,210,199,176,256,294,334,283,154,136,154,Upgrade
Market Cap Growth,-,5.53%,13.03%,-31.24%,-13.09%,-11.85%,18.06%,83.50%,13.13%,-11.58%,-14.01%,Upgrade
Enterprise Value,256,242,118,146,472,535,616,510,422,444,431,Upgrade
PE Ratio,4.95,8.10,8.39,15.68,19.16,17.94,27.10,58.51,26.97,22.11,22.81,Upgrade
PS Ratio,1.41,2.28,2.29,2.67,3.94,4.37,5.02,6.62,4.37,4.01,4.37,Upgrade
PB Ratio,0.56,0.92,0.89,0.78,1.10,1.24,1.35,1.19,1.11,0.96,1.00,Upgrade
P/FCF Ratio,5.89,6.00,8.24,8.16,18.11,13.75,20.06,-526.70,17.32,13.04,11.69,Upgrade
P/OCF Ratio,5.63,5.81,7.22,7.02,16.63,11.95,17.70,304.13,12.76,11.04,10.85,Upgrade
EV/Sales Ratio,2.78,2.63,1.36,2.22,7.25,7.94,9.26,11.94,11.97,13.08,12.22,Upgrade
EV/EBITDA Ratio,6.88,6.48,3.42,8.77,23.99,22.72,25.58,57.25,46.12,48.08,44.29,Upgrade
EV/EBIT Ratio,7.41,6.98,3.71,10.33,27.41,25.34,28.33,68.86,53.86,55.19,49.95,Upgrade
EV/FCF Ratio,11.64,6.91,4.88,6.79,33.39,24.98,37.01,-949.33,47.44,42.48,32.69,Upgrade
Debt / Equity Ratio,0.64,0.27,0.10,0.26,1.04,1.13,1.25,1.25,2.02,2.29,1.92,Upgrade
Debt / EBITDA Ratio,4.02,1.67,0.65,3.47,12.24,11.35,12.85,33.37,30.78,35.36,30.48,Upgrade
Debt / FCF Ratio,6.80,1.78,0.92,2.68,17.03,12.48,18.59,-553.42,31.66,31.24,22.50,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),11.60%,11.80%,10.70%,4.90%,5.80%,6.80%,4.90%,2.90%,4.10%,4.20%,4.20%,Upgrade
Return on Assets (ROA),1.00%,1.00%,0.90%,0.50%,0.60%,0.80%,0.60%,0.30%,0.40%,0.50%,0.50%,Upgrade
Return on Capital (ROIC),1.30%,1.40%,1.30%,0.60%,0.70%,0.90%,0.90%,0.40%,0.50%,0.50%,0.50%,Upgrade
Earnings Yield,19.95%,12.34%,11.92%,6.38%,5.22%,5.57%,3.69%,1.71%,3.71%,4.52%,4.38%,Upgrade
FCF Yield,16.98%,16.66%,12.13%,12.25%,5.52%,7.27%,4.99%,-0.19%,5.77%,7.67%,8.55%,Upgrade
Dividend Yield,4.45%,2.51%,2.34%,2.85%,2.06%,1.58%,1.08%,0.84%,1.36%,2.80%,3.78%,Upgrade
Payout Ratio,21.20%,20.30%,19.60%,44.40%,39.20%,28.10%,29.30%,48.00%,36.40%,61.80%,85.30%,Upgrade
Buyback Yield / Dilution,2.06%,5.85%,7.03%,4.72%,9.39%,3.32%,-51.62%,-13.18%,3.77%,9.44%,18.11%,Upgrade
Total Shareholder Return,6.51%,8.36%,9.37%,7.57%,11.45%,4.90%,-50.54%,-12.34%,5.14%,12.24%,21.89%,Upgrade
