Year,Current,2022,2021
Market Capitalization,55,200,193
Market Cap Growth,-,4.03%,-
Enterprise Value,55,200,192
PE Ratio,49.80,32.25,36.08
PB Ratio,-23.52,-23.52,-15.27
P/FCF Ratio,35.63,129.02,-266.32
P/OCF Ratio,35.63,129.02,-266.32
EV/EBITDA Ratio,8.89,32.23,35.96
EV/EBIT Ratio,8.89,32.23,35.96
EV/FCF Ratio,35.57,128.95,-265.41
Current Ratio,1.01,1.01,20.54
Return on Equity (ROE),-68.70%,-68.70%,-
Return on Assets (ROA),4.20%,4.20%,-
Return on Capital (ROIC),4.20%,4.20%,-
Earnings Yield,11.23%,3.10%,2.77%
FCF Yield,2.81%,0.78%,-0.38%
Buyback Yield / Dilution,-162.15%,-162.15%,-
Total Shareholder Return,-162.15%,-162.15%,-
