Year,Current,2022,2021
Market Capitalization,308,300,295
Market Cap Growth,-,1.79%,-
Enterprise Value,309,300,294
PE Ratio,340.33,79.87,-1777.45
PB Ratio,-27.79,-27.79,-25.23
P/FCF Ratio,-330.30,-330.30,-369.99
P/OCF Ratio,-330.30,-330.30,-369.99
EV/EBITDA Ratio,75.89,73.85,-1774.08
EV/EBIT Ratio,75.89,73.85,-1774.08
EV/FCF Ratio,-330.49,-330.49,-369.29
Debt / Equity Ratio,-0.02,-0.02,-
Debt / EBITDA Ratio,0.05,0.05,-
Debt / FCF Ratio,-0.23,-0.23,-
Current Ratio,0.07,0.07,4.38
Return on Equity (ROE),-37.70%,-37.70%,2.80%
Return on Assets (ROA),1.60%,1.60%,-0.10%
Return on Capital (ROIC),1.70%,1.70%,-0.10%
Earnings Yield,1.22%,1.25%,-0.06%
FCF Yield,-0.29%,-0.30%,-0.27%
Buyback Yield / Dilution,-67.82%,-67.82%,-
Total Shareholder Return,-67.82%,-67.82%,-
