Year,Current,2022,2021
Market Capitalization,124,150,144
Market Cap Growth,-,4.03%,-
Enterprise Value,124,150,29
PE Ratio,256.14,256.14,-190.40
PB Ratio,-124.37,-124.37,-1517.67
P/FCF Ratio,151.58,183.22,-102.18
P/OCF Ratio,151.58,183.22,-102.18
EV/EBITDA Ratio,211.80,256.03,-38.07
EV/EBIT Ratio,211.80,256.03,-38.07
EV/FCF Ratio,151.50,183.15,-20.43
Current Ratio,-,-,226.78
Return on Equity (ROE),-85.80%,-85.80%,-306.40%
Return on Assets (ROA),0.50%,0.50%,-0.70%
Return on Capital (ROIC),0.50%,0.50%,-0.70%
Earnings Yield,0.47%,0.39%,-0.53%
FCF Yield,0.66%,0.55%,-0.98%
Buyback Yield / Dilution,-14.25%,-14.25%,-
Total Shareholder Return,-14.25%,-14.25%,-
