Year,Current,2022,2021
Market Capitalization,387,380,283
Market Cap Growth,-,34.48%,-
Enterprise Value,387,379,281
PE Ratio,18.19,18.00,-46.21
PB Ratio,-26.22,-26.22,-8.73
P/FCF Ratio,-395.31,-395.31,-46789.65
P/OCF Ratio,-395.31,-395.31,-46789.65
EV/EBITDA Ratio,17.57,17.24,-45.92
EV/EBIT Ratio,17.57,17.24,-45.92
EV/FCF Ratio,-394.64,-394.64,-46490.88
Current Ratio,0.87,0.87,2.99
Return on Equity (ROE),-132.00%,-132.00%,-
Return on Assets (ROA),6.90%,6.90%,-
Return on Capital (ROIC),7.20%,7.20%,-
Earnings Yield,5.45%,5.56%,-2.16%
FCF Yield,-0.25%,-0.25%,-0.00%
Buyback Yield / Dilution,-248.92%,-248.92%,-
Total Shareholder Return,-248.92%,-248.92%,-
