Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Market Capitalization,154,248,249,186,286,260,274,242,132,122,123,Upgrade
Market Cap Growth,-,-0.20%,33.69%,-34.88%,9.86%,-5.01%,13.10%,83.23%,8.71%,-0.92%,64.85%,Upgrade
Enterprise Value,156,333,125,121,239,244,179,209,43,49,16,Upgrade
PE Ratio,5.46,9.33,8.77,9.15,13.34,12.23,19.54,15.96,12.06,22.98,15.54,Upgrade
PS Ratio,1.74,2.97,2.90,2.49,3.76,3.57,4.02,3.97,2.67,3.04,2.97,Upgrade
PB Ratio,0.83,1.42,1.00,0.76,1.25,1.19,1.31,1.48,0.95,0.93,1.02,Upgrade
P/FCF Ratio,4.34,10.42,5.95,12.01,13.72,8.94,11.25,19.95,7.88,7.51,8.51,Upgrade
P/OCF Ratio,4.27,10.27,5.81,10.96,13.17,8.70,10.87,18.64,7.55,7.09,7.88,Upgrade
EV/Sales Ratio,1.80,3.98,1.46,1.62,3.14,3.34,2.62,3.43,0.86,1.24,0.38,Upgrade
EV/EBITDA Ratio,3.46,7.56,2.74,3.85,6.75,6.93,5.42,6.93,1.97,3.80,0.83,Upgrade
EV/EBIT Ratio,4.29,9.47,3.29,4.44,7.97,8.73,7.51,9.47,3.16,10.47,1.66,Upgrade
EV/FCF Ratio,4.49,13.96,2.99,7.81,11.45,8.37,7.34,17.23,2.55,3.06,1.10,Upgrade
Debt / Equity Ratio,0.38,0.66,0.16,0.02,0.02,0.07,0.02,0.03,0.04,0.04,0.04,Upgrade
Debt / EBITDA Ratio,1.54,2.62,0.86,0.16,0.15,0.43,0.16,0.18,0.24,0.40,0.27,Upgrade
Debt / FCF Ratio,2.00,4.85,0.94,0.33,0.25,0.52,0.21,0.46,0.31,0.32,0.36,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.03,0.04,Upgrade
Return on Equity (ROE),16.10%,15.30%,11.50%,8.80%,9.30%,10.00%,7.60%,9.80%,8.10%,4.10%,6.60%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.20%,1.10%,1.30%,1.40%,0.90%,1.10%,0.90%,0.50%,0.80%,Upgrade
Return on Capital (ROIC),1.50%,1.50%,1.80%,1.60%,2.00%,1.90%,1.70%,1.80%,1.20%,0.40%,1.10%,Upgrade
Earnings Yield,18.24%,10.72%,11.41%,10.93%,7.50%,8.18%,5.12%,6.27%,8.29%,4.35%,6.43%,Upgrade
FCF Yield,23.06%,9.60%,16.79%,8.32%,7.29%,11.19%,8.89%,5.01%,12.69%,13.31%,11.75%,Upgrade
Dividend Yield,3.62%,2.27%,2.26%,2.96%,1.98%,1.64%,1.19%,1.20%,1.50%,1.81%,1.78%,Upgrade
Payout Ratio,20.30%,21.10%,20.30%,27.20%,26.90%,20.00%,21.40%,17.90%,18.00%,41.70%,26.00%,Upgrade
Buyback Yield / Dilution,1.06%,2.14%,4.15%,5.23%,4.34%,-1.59%,-11.87%,-10.44%,-0.12%,-0.60%,-13.71%,Upgrade
Total Shareholder Return,4.80%,4.40%,6.42%,8.19%,6.32%,0.06%,-10.68%,-9.23%,1.37%,1.21%,-11.93%,Upgrade
