Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,181","1,159","2,144","1,292",967,983,"1,005","1,077",869,893,726,Upgrade
Market Cap Growth,-,-45.94%,65.93%,33.62%,-1.61%,-2.22%,-6.66%,23.89%,-2.64%,22.98%,44.29%,Upgrade
Enterprise Value,"1,592","1,506","2,291","1,080",861,899,964,998,793,763,565,Upgrade
PE Ratio,12.21,7.14,6.63,8.34,12.30,20.68,20.66,19.41,-140.11,30.01,11.52,Upgrade
PS Ratio,0.43,0.38,0.66,0.57,0.52,0.52,0.52,0.54,0.43,0.48,0.38,Upgrade
PB Ratio,0.87,0.85,1.67,1.29,1.29,1.46,1.50,1.68,1.38,1.29,1.11,Upgrade
P/FCF Ratio,19.18,8.02,5.94,4.95,6.42,13.36,10.91,10.21,13.36,18.61,10.07,Upgrade
P/OCF Ratio,11.09,6.04,5.49,4.68,5.81,11.68,9.30,8.76,10.80,13.95,8.33,Upgrade
EV/Sales Ratio,0.58,0.49,0.70,0.48,0.46,0.48,0.50,0.50,0.39,0.41,0.29,Upgrade
EV/EBITDA Ratio,7.90,5.21,5.00,4.79,6.51,10.01,10.38,9.22,24.89,10.80,5.02,Upgrade
EV/EBIT Ratio,11.11,6.50,5.43,5.24,7.85,13.85,14.39,12.77,514.00,16.42,5.98,Upgrade
EV/FCF Ratio,26.00,10.42,6.34,4.14,5.71,12.22,10.46,9.46,12.18,15.92,7.83,Upgrade
Debt / Equity Ratio,0.44,0.44,0.49,0.22,0.30,0.16,0.16,0.17,0.16,0.10,0.05,Upgrade
Debt / EBITDA Ratio,2.94,2.06,1.38,0.98,1.70,1.20,1.18,0.99,3.22,1.01,0.29,Upgrade
Debt / FCF Ratio,9.68,4.12,1.75,0.85,1.49,1.47,1.19,1.01,1.57,1.48,0.46,Upgrade
Asset Turnover,1.00,1.11,1.39,1.32,1.24,1.39,1.41,1.50,1.52,1.38,1.49,Upgrade
Return on Equity (ROE),7.10%,12.10%,27.70%,17.90%,11.00%,7.20%,7.40%,8.70%,-1.00%,4.50%,10.00%,Upgrade
Return on Assets (ROA),3.50%,5.90%,13.80%,9.00%,5.20%,3.50%,3.60%,4.20%,-0.50%,2.20%,4.90%,Upgrade
Return on Capital (ROIC),7.90%,12.80%,27.40%,16.70%,8.90%,6.00%,6.10%,7.30%,0.20%,4.70%,10.50%,Upgrade
Earnings Yield,8.19%,14.00%,15.08%,11.99%,8.13%,4.84%,4.84%,5.15%,-0.71%,3.33%,8.68%,Upgrade
FCF Yield,5.21%,12.47%,16.85%,20.20%,15.58%,7.49%,9.17%,9.80%,7.49%,5.37%,9.93%,Upgrade
Dividend Yield,3.98%,3.89%,1.73%,2.31%,2.95%,2.89%,2.82%,2.62%,2.17%,0.28%,0.34%,Upgrade
Payout Ratio,48.50%,27.50%,11.30%,19.20%,36.00%,59.40%,57.70%,64.50%,-307.70%,7.60%,3.50%,Upgrade
Buyback Yield / Dilution,0.89%,-0.66%,-9.05%,-4.88%,-0.29%,-0.37%,-0.53%,0.31%,4.72%,0.13%,-1.46%,Upgrade
Total Shareholder Return,4.89%,3.23%,-7.32%,-2.57%,2.66%,2.52%,2.28%,2.92%,6.89%,0.40%,-1.12%,Upgrade
