Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,409","1,860","1,670","1,400","1,776","1,510","1,602","1,808","1,207","1,149","1,122",Upgrade
Market Cap Growth,-,11.39%,19.24%,-21.16%,17.59%,-5.73%,-11.36%,49.76%,5.07%,2.39%,64.01%,Upgrade
Enterprise Value,"1,950","2,482","1,824","1,647","2,426","2,382","2,355","2,547","1,750","1,558","1,830",Upgrade
PE Ratio,9.66,12.24,10.78,13.42,14.68,13.42,19.50,23.05,15.79,15.30,18.17,Upgrade
PS Ratio,2.81,3.72,3.43,3.41,4.13,3.76,4.29,5.10,3.42,3.21,3.52,Upgrade
PB Ratio,1.16,1.59,1.34,1.18,1.59,1.48,1.67,1.98,1.37,1.33,1.37,Upgrade
P/FCF Ratio,8.65,10.56,11.03,10.21,12.10,10.76,12.30,16.85,10.38,14.58,9.88,Upgrade
P/OCF Ratio,8.29,10.15,10.49,9.64,11.57,10.22,11.70,16.35,9.69,13.08,9.40,Upgrade
EV/Sales Ratio,3.89,4.96,3.74,4.01,5.64,5.93,6.30,7.18,4.96,4.35,5.74,Upgrade
EV/EBITDA Ratio,9.37,11.53,8.30,10.72,13.81,15.84,16.68,19.33,13.45,12.40,17.81,Upgrade
EV/EBIT Ratio,10.31,12.65,9.12,12.38,15.61,17.38,18.37,21.44,15.01,13.87,20.35,Upgrade
EV/FCF Ratio,11.98,14.08,12.04,12.01,16.53,16.97,18.08,23.74,15.05,19.77,16.12,Upgrade
Debt / Equity Ratio,0.58,0.67,0.25,0.34,0.73,1.03,0.95,0.97,0.76,0.64,1.06,Upgrade
Debt / EBITDA Ratio,3.38,3.66,1.42,2.65,4.67,6.96,6.44,6.73,5.18,4.37,8.43,Upgrade
Debt / FCF Ratio,4.32,4.47,2.06,2.97,5.59,7.46,6.98,8.27,5.80,6.97,7.63,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.05,0.04,Upgrade
Return on Equity (ROE),12.40%,12.90%,12.60%,9.10%,11.20%,11.40%,8.70%,8.70%,8.70%,8.80%,7.70%,Upgrade
Return on Assets (ROA),1.20%,1.30%,1.30%,1.00%,1.30%,1.20%,0.90%,0.90%,0.90%,1.00%,0.80%,Upgrade
Return on Capital (ROIC),1.60%,1.70%,1.70%,1.20%,1.60%,1.40%,1.30%,1.30%,1.40%,1.40%,1.10%,Upgrade
Earnings Yield,10.40%,8.17%,9.28%,7.45%,6.81%,7.45%,5.13%,4.34%,6.33%,6.54%,5.50%,Upgrade
FCF Yield,11.56%,9.47%,9.07%,9.79%,8.27%,9.29%,8.13%,5.93%,9.64%,6.86%,10.12%,Upgrade
Dividend Yield,3.59%,2.67%,2.86%,3.36%,2.59%,2.86%,2.50%,2.15%,3.12%,3.20%,3.13%,Upgrade
Payout Ratio,34.60%,32.80%,30.80%,45.20%,38.00%,38.40%,48.70%,49.70%,50.00%,49.10%,55.10%,Upgrade
Buyback Yield / Dilution,0.63%,1.18%,0.63%,0.38%,-0.28%,-0.30%,-0.87%,0.30%,1.00%,-0.95%,-28.36%,Upgrade
Total Shareholder Return,4.22%,3.85%,3.49%,3.74%,2.30%,2.56%,1.63%,2.45%,4.12%,2.25%,-25.23%,Upgrade
