Year,Current,2022,2021
Market Capitalization,186,332,282
Market Cap Growth,-,17.75%,-
Enterprise Value,186,332,281
PE Ratio,176.00,167.24,-1262.41
PB Ratio,-38.51,-38.51,-34.99
P/FCF Ratio,-178.54,-178.54,-312.95
P/OCF Ratio,-178.54,-178.54,-312.95
EV/EBITDA Ratio,67.68,121.06,-1160.68
EV/EBIT Ratio,67.68,121.06,-1160.68
EV/FCF Ratio,-178.55,-178.55,-312.59
Debt / Equity Ratio,-0.01,-0.01,-
Debt / EBITDA Ratio,0.03,0.03,-
Debt / FCF Ratio,-0.04,-0.04,-
Current Ratio,3.59,3.59,4.97
Return on Equity (ROE),-23.20%,-23.20%,-
Return on Assets (ROA),0.70%,0.70%,-
Return on Capital (ROIC),1.00%,1.00%,-
Earnings Yield,1.07%,0.60%,-0.08%
FCF Yield,-1.00%,-0.56%,-0.32%
Buyback Yield / Dilution,-226.09%,-226.09%,-
Total Shareholder Return,-226.09%,-226.09%,-
