Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"4,275","3,861","4,695","4,249","4,941","3,782","5,229","3,471","2,999","3,155","2,851",Upgrade
Market Cap Growth,-,-17.75%,10.49%,-14.01%,30.64%,-27.66%,50.62%,15.74%,-4.95%,10.69%,430.45%,Upgrade
Enterprise Value,"4,521","4,191","5,537","5,196","5,605","4,459","5,959","4,495","4,030","4,237","3,818",Upgrade
PE Ratio,5.30,4.46,7.39,9.53,7.33,5.64,14.70,10.14,2.56,12.52,-57.19,Upgrade
PS Ratio,3.64,3.29,3.96,3.54,4.07,3.37,4.91,3.27,2.88,3.35,2.74,Upgrade
PB Ratio,0.88,0.83,0.97,0.90,1.15,1.06,1.66,1.36,1.34,3.04,3.83,Upgrade
P/FCF Ratio,6.69,5.97,6.78,5.83,8.18,7.13,13.39,16.21,19.13,-7.70,-2.93,Upgrade
P/OCF Ratio,6.66,5.94,6.74,5.80,8.11,6.95,12.86,15.44,18.58,-7.79,-2.94,Upgrade
EV/Sales Ratio,3.89,3.57,4.67,4.33,4.62,3.97,5.59,4.23,3.87,4.49,3.67,Upgrade
EV/EBITDA Ratio,3.91,3.52,5.90,7.68,5.90,4.67,6.58,7.10,6.62,11.35,37.17,Upgrade
EV/EBIT Ratio,4.08,3.68,6.34,8.40,6.22,4.97,7.08,7.87,7.24,13.06,113.93,Upgrade
EV/FCF Ratio,7.16,6.48,8.00,7.13,9.28,8.41,15.26,20.98,25.71,-10.33,-3.93,Upgrade
Debt / Equity Ratio,0.14,0.14,0.24,0.26,0.19,0.23,0.26,0.46,0.54,1.25,1.77,Upgrade
Debt / EBITDA Ratio,0.57,0.56,1.22,1.84,0.88,0.87,0.92,1.86,1.99,3.47,12.82,Upgrade
Debt / FCF Ratio,1.05,1.02,1.66,1.71,1.38,1.57,2.13,5.50,7.73,-3.16,-1.36,Upgrade
Asset Turnover,0.18,0.18,0.16,0.18,0.20,0.20,0.19,0.18,0.19,0.18,0.17,Upgrade
Return on Equity (ROE),18.20%,18.80%,13.10%,10.00%,16.50%,19.70%,11.90%,13.70%,68.90%,26.60%,-6.90%,Upgrade
Return on Assets (ROA),13.30%,13.40%,8.50%,6.60%,11.10%,11.90%,6.20%,5.90%,20.90%,4.70%,-0.80%,Upgrade
Return on Capital (ROIC),16.50%,16.60%,10.30%,8.30%,13.40%,14.30%,13.10%,8.60%,8.40%,5.10%,0.50%,Upgrade
Earnings Yield,20.00%,22.41%,13.52%,10.50%,13.64%,17.72%,6.80%,9.87%,39.08%,7.98%,-1.75%,Upgrade
FCF Yield,14.95%,16.75%,14.74%,17.16%,12.22%,14.02%,7.47%,6.17%,5.23%,-12.99%,-34.08%,Upgrade
Dividend Yield,2.68%,2.90%,2.10%,2.03%,0.91%,-,-,-,-,-,-,Upgrade
Payout Ratio,13.50%,12.70%,14.70%,18.30%,6.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,9.19%,11.41%,2.22%,3.91%,3.15%,2.20%,8.62%,7.70%,-13.18%,-32.64%,-54.42%,Upgrade
Total Shareholder Return,11.90%,14.31%,4.32%,5.94%,4.06%,2.20%,8.62%,7.70%,-13.18%,-32.64%,-54.42%,Upgrade
