Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Market Capitalization,"38,808","56,782","52,564","42,253","46,874","40,520","53,204","59,232","53,592","61,449","60,447",Upgrade
Market Cap Growth,-,8.02%,24.40%,-9.86%,15.68%,-23.84%,-10.18%,10.53%,-12.79%,1.66%,68.19%,Upgrade
Enterprise Value,"37,814","55,283","50,713","41,452","48,120","42,003","60,931","67,707","66,296","74,416","79,079",Upgrade
PE Ratio,22.43,24.12,8.27,8.14,8.19,8.13,13.62,79.29,10.28,9.93,18.62,Upgrade
PS Ratio,0.54,0.81,0.74,0.62,0.67,0.60,0.85,0.97,0.87,0.84,0.89,Upgrade
PB Ratio,1.17,1.90,0.78,0.57,0.71,0.77,0.91,0.88,0.79,0.85,0.98,Upgrade
P/FCF Ratio,2.83,4.30,4.17,3.63,3.40,3.45,4.33,4.01,3.81,3.75,3.75,Upgrade
P/OCF Ratio,2.83,4.30,4.17,3.63,3.40,3.45,4.33,4.01,3.81,3.75,3.75,Upgrade
EV/Sales Ratio,0.54,0.79,0.71,0.61,0.69,0.62,0.98,1.11,1.08,1.01,1.16,Upgrade
EV/EBITDA Ratio,12.38,15.74,5.76,5.50,6.49,6.06,18.27,30.85,8.66,7.84,16.67,Upgrade
EV/EBIT Ratio,15.87,19.47,6.26,5.99,7.09,6.66,23.99,43.88,9.52,8.48,19.63,Upgrade
EV/FCF Ratio,2.85,4.19,4.03,3.56,3.49,3.58,4.96,4.58,4.72,4.54,4.90,Upgrade
Debt / Equity Ratio,0.58,0.63,0.27,0.25,0.27,0.33,0.35,0.31,0.37,0.33,0.43,Upgrade
Debt / EBITDA Ratio,6.11,5.32,2.07,2.52,2.41,2.50,6.13,9.62,3.32,2.51,5.53,Upgrade
Debt / FCF Ratio,1.41,1.42,1.44,1.63,1.29,1.47,1.66,1.43,1.81,1.45,1.63,Upgrade
Asset Turnover,0.11,0.10,0.09,0.09,0.10,0.10,0.08,0.07,0.07,0.08,0.08,Upgrade
Return on Equity (ROE),5.70%,6.40%,9.40%,7.10%,8.90%,9.30%,6.20%,1.00%,7.40%,8.90%,5.30%,Upgrade
Return on Assets (ROA),0.30%,0.30%,0.80%,0.70%,0.80%,0.70%,0.50%,0.10%,0.60%,0.70%,0.40%,Upgrade
Return on Capital (ROIC),0.40%,0.40%,1.10%,0.90%,0.90%,0.90%,0.30%,0.20%,0.80%,1.00%,0.50%,Upgrade
Earnings Yield,4.68%,4.15%,12.09%,12.29%,12.21%,12.30%,7.34%,1.26%,9.73%,10.07%,5.37%,Upgrade
FCF Yield,35.29%,23.25%,23.96%,27.55%,29.41%,28.97%,23.09%,24.94%,26.22%,26.65%,26.69%,Upgrade
Dividend Yield,3.98%,2.74%,3.04%,3.88%,3.41%,4.04%,3.16%,2.92%,3.06%,2.45%,1.87%,Upgrade
Payout Ratio,90.10%,67.60%,25.80%,31.80%,28.50%,33.50%,43.80%,231.60%,31.60%,24.20%,34.40%,Upgrade
Buyback Yield / Dilution,6.15%,6.72%,6.53%,2.14%,6.81%,6.22%,4.26%,1.12%,2.15%,-1.34%,-2.75%,Upgrade
Total Shareholder Return,10.26%,9.46%,9.57%,6.02%,10.22%,10.26%,7.43%,4.05%,5.21%,1.11%,-0.88%,Upgrade
