Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,"82,763","91,560","83,267","69,475","70,545","59,527","67,837","61,481","37,881","38,110","35,207",Upgrade
Market Cap Growth,-,9.96%,19.85%,-1.52%,18.51%,-12.25%,10.34%,62.30%,-0.60%,8.25%,29.83%,Upgrade
Enterprise Value,"96,387","106,037","99,338","84,300","85,481","72,509","81,271","75,317","47,206","43,673","40,645",Upgrade
PE Ratio,16.01,17.23,9.75,19.67,15.84,15.02,17.57,14.87,13.37,13.36,9.37,Upgrade
PS Ratio,1.86,2.12,2.03,1.93,2.06,1.82,2.10,1.95,2.00,1.99,1.83,Upgrade
PB Ratio,1.56,1.81,1.39,1.17,1.27,1.18,1.33,1.27,1.30,1.29,1.22,Upgrade
P/FCF Ratio,7.48,8.14,7.47,7.10,11.12,10.86,15.06,11.62,9.80,8.48,8.75,Upgrade
P/OCF Ratio,7.48,8.14,7.47,7.10,11.12,10.86,15.06,11.62,9.80,8.48,8.75,Upgrade
EV/Sales Ratio,2.16,2.46,2.43,2.34,2.50,2.22,2.52,2.39,2.49,2.28,2.11,Upgrade
EV/EBITDA Ratio,13.03,14.28,9.38,16.97,14.00,12.86,17.71,10.56,13.13,11.59,9.01,Upgrade
EV/EBIT Ratio,13.55,14.86,9.64,18.02,14.74,13.69,18.77,13.56,13.13,11.59,9.01,Upgrade
EV/FCF Ratio,8.72,9.43,8.91,8.62,13.48,13.23,18.05,14.23,12.22,9.71,10.11,Upgrade
Debt / Equity Ratio,0.30,0.33,0.30,0.28,0.30,0.28,0.28,0.31,0.38,0.21,0.21,Upgrade
Debt / EBITDA Ratio,2.18,2.24,1.69,3.35,2.72,2.54,3.11,2.08,3.09,1.65,1.33,Upgrade
Debt / FCF Ratio,1.46,1.48,1.60,1.70,2.61,2.61,3.17,2.80,2.87,1.38,1.50,Upgrade
Asset Turnover,0.22,0.22,0.21,0.20,0.20,0.20,0.20,0.20,0.19,0.20,0.21,Upgrade
Return on Equity (ROE),10.30%,10.30%,14.30%,6.30%,8.20%,7.80%,7.70%,8.70%,9.60%,9.60%,13.40%,Upgrade
Return on Assets (ROA),2.60%,2.70%,4.30%,1.90%,2.60%,2.40%,2.30%,2.60%,2.80%,2.90%,4.00%,Upgrade
Return on Capital (ROIC),3.70%,3.70%,5.40%,2.60%,3.50%,3.30%,2.80%,3.70%,3.60%,3.90%,4.80%,Upgrade
Earnings Yield,6.33%,5.80%,10.26%,5.09%,6.31%,6.66%,5.69%,6.73%,7.48%,7.49%,10.67%,Upgrade
FCF Yield,13.37%,12.28%,13.39%,14.08%,8.99%,9.21%,6.64%,8.61%,10.20%,11.80%,11.42%,Upgrade
Dividend Yield,1.66%,1.49%,1.65%,2.01%,1.91%,2.24%,1.93%,2.07%,2.28%,2.25%,1.95%,Upgrade
Payout Ratio,26.40%,26.00%,16.40%,39.50%,30.50%,33.90%,34.10%,30.60%,30.50%,30.40%,18.30%,Upgrade
Buyback Yield / Dilution,2.98%,3.64%,4.57%,0.40%,1.65%,0.74%,0.24%,-43.54%,2.28%,2.45%,-0.08%,Upgrade
Total Shareholder Return,4.65%,5.13%,6.22%,2.41%,3.56%,2.98%,2.17%,-41.47%,4.55%,4.69%,1.88%,Upgrade
