Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"10,615","11,453","11,962","10,573","12,165","11,983","14,386","11,225","9,500","10,450","11,568",Upgrade
Market Cap Growth,-,-4.25%,13.13%,-13.08%,1.52%,-16.70%,28.16%,18.17%,-9.09%,-9.66%,53.30%,Upgrade
Enterprise Value,"12,949","13,759","14,205","12,930","14,602","14,353","16,889","13,664","11,673","12,819","13,933",Upgrade
PE Ratio,12.21,12.81,9.95,15.32,12.17,14.74,16.00,13.07,19.83,15.12,12.35,Upgrade
PS Ratio,0.88,0.96,1.00,0.98,1.13,1.18,1.51,1.20,1.04,1.08,1.17,Upgrade
PB Ratio,1.23,1.34,0.93,0.83,1.00,1.07,1.18,0.94,0.81,0.82,0.91,Upgrade
P/FCF Ratio,4.77,4.67,6.07,6.03,10.92,10.62,12.49,8.15,7.53,7.63,10.39,Upgrade
P/OCF Ratio,4.64,4.58,5.99,5.96,10.67,9.77,11.47,7.93,6.85,7.26,9.61,Upgrade
EV/Sales Ratio,1.07,1.16,1.19,1.20,1.36,1.42,1.77,1.46,1.28,1.32,1.40,Upgrade
EV/EBITDA Ratio,10.48,11.06,8.60,12.89,10.27,12.15,10.83,9.95,14.81,10.05,8.90,Upgrade
EV/EBIT Ratio,10.92,11.53,8.89,13.71,10.78,13.02,11.48,10.54,16.58,10.74,9.52,Upgrade
EV/FCF Ratio,5.80,5.62,7.21,7.38,13.11,12.72,14.66,9.92,9.25,9.36,12.52,Upgrade
Debt / Equity Ratio,0.32,0.33,0.22,0.22,0.22,0.24,0.23,0.23,0.22,0.20,0.20,Upgrade
Debt / EBITDA Ratio,2.25,2.24,1.68,2.77,1.88,2.27,1.83,1.97,3.25,2.01,1.64,Upgrade
Debt / FCF Ratio,1.25,1.14,1.41,1.58,2.40,2.38,2.48,1.97,2.03,1.87,2.30,Upgrade
Asset Turnover,0.20,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,Upgrade
Return on Equity (ROE),10.10%,9.70%,9.60%,5.90%,8.40%,7.10%,7.50%,7.20%,3.90%,5.40%,7.60%,Upgrade
Return on Assets (ROA),1.40%,1.40%,1.80%,1.10%,1.70%,1.40%,1.60%,1.50%,0.90%,1.20%,1.60%,Upgrade
Return on Capital (ROIC),1.90%,1.90%,2.40%,1.50%,2.20%,1.80%,2.50%,2.20%,1.20%,2.00%,2.40%,Upgrade
Earnings Yield,8.24%,7.81%,10.05%,6.53%,8.22%,6.78%,6.25%,7.65%,5.04%,6.61%,8.10%,Upgrade
FCF Yield,20.97%,21.39%,16.48%,16.57%,9.16%,9.41%,8.01%,12.27%,13.28%,13.10%,9.62%,Upgrade
Dividend Yield,7.25%,8.57%,5.18%,8.97%,7.62%,7.50%,5.86%,7.25%,2.85%,5.18%,1.87%,Upgrade
Payout Ratio,87.30%,109.40%,51.40%,137.00%,92.40%,110.40%,93.40%,94.30%,56.50%,78.10%,23.00%,Upgrade
Buyback Yield / Dilution,0.22%,0.11%,-0.15%,0.04%,-0.04%,-0.15%,-0.37%,-0.15%,-0.04%,-0.15%,-0.15%,Upgrade
Total Shareholder Return,7.44%,8.68%,5.03%,9.00%,7.58%,7.36%,5.49%,7.10%,2.81%,5.03%,1.72%,Upgrade
