Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"110,872","116,020","131,686","80,166","104,461","102,183","105,604","84,234","75,733","90,584","84,220",Upgrade
Market Cap Growth,-,-11.90%,64.27%,-23.26%,2.23%,-3.24%,25.37%,11.23%,-16.39%,7.56%,14.73%,Upgrade
Enterprise Value,"170,031","159,912","126,069","27,691","99,707","94,973","152,317","61,116","60,184","67,749","67,187",Upgrade
PE Ratio,9.84,9.32,11.62,9.03,11.97,12.04,13.20,12.85,12.51,13.17,13.63,Upgrade
PS Ratio,2.98,3.27,3.83,2.41,3.33,3.44,3.76,3.29,3.16,3.40,3.23,Upgrade
PB Ratio,1.33,1.44,1.64,1.10,1.56,1.69,1.84,1.56,1.52,1.86,1.76,Upgrade
P/FCF Ratio,10.84,4.27,3.33,0.46,-246.56,26.22,5.30,3.09,2.89,4.06,3.31,Upgrade
P/OCF Ratio,9.76,4.11,3.26,0.46,164.87,23.51,5.21,3.02,2.81,3.93,3.22,Upgrade
EV/Sales Ratio,4.56,4.50,3.66,0.83,3.18,3.20,5.43,2.39,2.51,2.54,2.57,Upgrade
EV/EBITDA Ratio,10.86,9.52,7.82,2.39,8.26,7.86,14.08,6.67,7.37,7.32,8.05,Upgrade
EV/EBIT Ratio,11.85,10.30,8.72,2.78,9.07,8.61,15.53,7.48,8.35,8.21,9.15,Upgrade
EV/FCF Ratio,16.59,5.89,3.19,0.16,-235.35,24.37,7.65,2.24,2.29,3.04,2.64,Upgrade
Debt / Equity Ratio,2.05,1.85,1.59,1.07,0.28,0.33,1.56,0.37,0.39,0.38,0.29,Upgrade
Debt / EBITDA Ratio,10.93,8.90,7.95,6.71,1.53,1.64,8.27,2.16,2.37,2.00,1.65,Upgrade
Debt / FCF Ratio,16.69,5.51,3.24,0.45,-43.64,5.09,4.49,0.73,0.74,0.83,0.54,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),14.10%,16.50%,14.40%,12.60%,13.40%,14.70%,14.10%,12.60%,12.60%,14.60%,13.10%,Upgrade
Return on Assets (ROA),0.80%,0.90%,0.80%,0.70%,0.80%,0.90%,0.80%,0.80%,0.70%,0.80%,0.80%,Upgrade
Return on Capital (ROIC),1.00%,1.20%,1.00%,0.80%,1.00%,1.10%,1.00%,1.00%,0.90%,1.00%,0.90%,Upgrade
Earnings Yield,10.06%,10.72%,8.60%,11.07%,8.36%,8.31%,7.58%,7.78%,7.99%,7.60%,7.34%,Upgrade
FCF Yield,9.23%,23.42%,30.01%,217.44%,-0.41%,3.81%,18.86%,32.38%,34.63%,24.62%,30.18%,Upgrade
Dividend Yield,4.54%,4.29%,3.46%,6.59%,5.06%,4.71%,4.13%,4.76%,4.90%,4.62%,7.10%,Upgrade
Payout Ratio,44.60%,40.00%,40.30%,59.30%,60.50%,56.80%,55.00%,61.90%,62.10%,61.50%,97.80%,Upgrade
Buyback Yield / Dilution,0.12%,0.17%,-0.20%,0.98%,0.66%,0.81%,-0.08%,-0.38%,-0.48%,-0.01%,-0.84%,Upgrade
Total Shareholder Return,4.66%,4.46%,3.26%,7.56%,5.72%,5.52%,4.06%,4.38%,4.42%,4.61%,6.26%,Upgrade
