Year,Current,2022,2021
Market Capitalization,314,379,364
Market Cap Growth,-,4.12%,-
Enterprise Value,315,380,363
PE Ratio,26.20,25.16,77.39
PB Ratio,-25.73,-25.73,-14.49
P/FCF Ratio,-248.44,-248.44,-348.78
P/OCF Ratio,-248.44,-248.44,-348.78
EV/EBITDA Ratio,20.91,25.20,77.21
EV/EBIT Ratio,20.91,25.20,77.21
EV/FCF Ratio,-248.89,-248.89,-347.97
Debt / Equity Ratio,-0.05,-0.05,-
Debt / EBITDA Ratio,0.05,0.05,-
Debt / FCF Ratio,-0.51,-0.51,-
Current Ratio,0.03,0.03,0.37
Return on Equity (ROE),-94.60%,-94.60%,-46.10%
Return on Assets (ROA),5.00%,5.00%,1.60%
Return on Capital (ROIC),5.00%,5.00%,1.60%
Earnings Yield,4.79%,3.97%,1.29%
FCF Yield,-0.49%,-0.40%,-0.29%
Buyback Yield / Dilution,-5.66%,-5.66%,-
Total Shareholder Return,-5.66%,-5.66%,-
