Year,Current,2022,2021
Market Capitalization,363,354,346
Market Cap Growth,-,2.39%,-
Enterprise Value,362,354,344
PE Ratio,257.75,243.64,-2913.71
PB Ratio,-40.39,-40.39,-46.04
P/FCF Ratio,-319.81,-319.81,-9987.27
P/OCF Ratio,-319.81,-319.81,-9987.27
EV/EBITDA Ratio,165.66,161.71,-2600.63
EV/EBIT Ratio,165.66,161.71,-2600.63
EV/FCF Ratio,-319.43,-319.43,-9943.20
Current Ratio,0.47,0.47,2.63
Return on Equity (ROE),-17.70%,-17.70%,-
Return on Assets (ROA),0.60%,0.60%,-
Return on Capital (ROIC),0.90%,0.90%,-
Earnings Yield,0.40%,0.41%,-0.03%
FCF Yield,-0.31%,-0.31%,-0.01%
Buyback Yield / Dilution,-222.32%,-222.32%,-
Total Shareholder Return,-222.32%,-222.32%,-
