Year,Current,2022,2021
Market Capitalization,153,147,-
Enterprise Value,153,147,0
PE Ratio,75.64,180.17,-
PB Ratio,-37.53,-40.13,-
P/FCF Ratio,-,-221.49,-
P/OCF Ratio,-,-221.49,-
EV/EBITDA Ratio,-,179.73,-0.47
EV/EBIT Ratio,83.65,179.73,-0.47
EV/FCF Ratio,-,-220.94,-
Debt / Equity Ratio,-,-,0.15
Debt / EBITDA Ratio,-,-,-0.47
Current Ratio,1.59,3.88,-
Return on Equity (ROE),-51.30%,-31.60%,-
Return on Assets (ROA),1.50%,0.90%,-
Return on Capital (ROIC),1.50%,0.90%,-
Earnings Yield,1.19%,0.56%,-
FCF Yield,-0.45%,-,
Buyback Yield / Dilution,-479.60%,-293.29%,-
Total Shareholder Return,-479.60%,-293.29%,-
