Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"60,096","57,302","77,057","64,710","51,536","42,907","41,279","33,608","28,123","24,716","16,397",Upgrade
Market Cap Growth,-,-25.64%,19.08%,25.56%,20.11%,3.94%,22.83%,19.50%,13.79%,50.73%,82.12%,Upgrade
Enterprise Value,"69,833","67,325","89,187","79,576","57,448","48,476","45,811","38,599","34,118","26,812","20,143",Upgrade
PE Ratio,41.64,39.63,18.99,30.98,26.66,21.58,16.34,23.50,22.07,25.19,64.56,Upgrade
PS Ratio,6.23,5.95,8.40,7.85,7.87,6.84,7.07,5.63,6.01,5.68,9.48,Upgrade
PB Ratio,2.59,2.52,3.39,3.32,2.99,2.49,2.43,2.14,1.90,2.00,1.33,Upgrade
P/FCF Ratio,20.12,18.65,28.85,26.19,21.89,19.04,23.89,18.84,27.20,19.55,29.49,Upgrade
P/OCF Ratio,17.41,16.12,24.67,22.46,19.38,16.94,19.80,15.64,21.45,16.32,22.31,Upgrade
EV/Sales Ratio,7.24,6.99,9.73,9.65,8.77,7.72,7.84,6.46,7.29,6.16,11.64,Upgrade
EV/EBITDA Ratio,20.01,19.78,12.53,20.64,16.89,14.61,14.23,13.77,16.22,14.80,30.99,Upgrade
EV/EBIT Ratio,28.47,28.38,14.60,25.64,20.97,17.74,17.06,17.59,19.73,18.13,40.78,Upgrade
EV/FCF Ratio,23.38,21.92,33.39,32.20,24.40,21.52,26.51,21.64,33.00,21.21,36.23,Upgrade
Debt / Equity Ratio,0.79,0.81,0.62,0.86,0.47,0.43,0.36,0.40,0.49,0.35,0.41,Upgrade
Debt / EBITDA Ratio,5.26,5.40,1.99,4.37,2.38,2.24,1.89,2.27,3.48,2.36,7.78,Upgrade
Debt / FCF Ratio,6.15,5.98,5.31,6.82,3.44,3.30,3.53,3.57,7.07,3.38,9.10,Upgrade
Current Ratio,1.08,1.05,1.01,0.99,0.99,1.01,0.99,0.98,0.97,1.00,1.00,Upgrade
Asset Turnover,0.05,0.05,0.05,0.06,0.07,0.07,0.07,0.08,0.07,0.06,0.04,Upgrade
Return on Equity (ROE),6.30%,6.40%,17.90%,11.50%,11.30%,11.70%,15.60%,9.30%,9.80%,7.70%,4.20%,Upgrade
Return on Assets (ROA),0.70%,0.70%,2.10%,1.60%,2.10%,2.30%,3.20%,1.80%,1.90%,1.50%,0.50%,Upgrade
Return on Capital (ROIC),11.40%,11.10%,35.20%,23.20%,30.80%,35.80%,42.10%,34.30%,38.00%,31.50%,20.80%,Upgrade
Earnings Yield,2.40%,2.52%,5.27%,3.23%,3.75%,4.63%,6.12%,4.25%,4.53%,3.97%,1.55%,Upgrade
FCF Yield,4.97%,5.36%,3.47%,3.82%,4.57%,5.25%,4.19%,5.31%,3.68%,5.11%,3.39%,Upgrade
Dividend Yield,1.45%,1.49%,0.97%,1.03%,1.21%,1.30%,1.44%,1.21%,1.15%,1.21%,0.31%,Upgrade
Payout Ratio,60.50%,58.70%,18.30%,31.70%,32.00%,27.70%,23.30%,28.30%,25.30%,30.20%,20.10%,Upgrade
Buyback Yield / Dilution,0.53%,0.71%,-1.80%,1.77%,2.42%,2.53%,0.83%,-7.16%,2.44%,-45.06%,-8.22%,Upgrade
Total Shareholder Return,1.98%,2.20%,-0.83%,2.80%,3.62%,3.82%,2.27%,-5.94%,3.60%,-43.86%,-7.91%,Upgrade
