Year,Current,2022,2021
Market Capitalization,79,183,178
Market Cap Growth,-,3.14%,-
Enterprise Value,78,183,177
PE Ratio,27.13,27.08,44.75
PB Ratio,-34.96,-34.96,-16.30
P/FCF Ratio,-170.06,-170.06,-226.79
P/OCF Ratio,-170.06,-170.06,-226.79
EV/EBITDA Ratio,10.95,25.52,44.51
EV/EBIT Ratio,10.95,25.52,44.51
EV/FCF Ratio,-169.79,-169.79,-225.57
Current Ratio,0.47,0.47,49.53
Return on Equity (ROE),-90.10%,-90.10%,-
Return on Assets (ROA),4.60%,4.60%,-
Return on Capital (ROIC),4.90%,4.90%,-
Earnings Yield,8.59%,3.69%,2.23%
FCF Yield,-1.37%,-0.59%,-0.44%
Buyback Yield / Dilution,-159.27%,-159.27%,-
Total Shareholder Return,-159.27%,-159.27%,-
