Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,21,19,32,29,25,26,32,25,23,27,21,Upgrade
Market Cap Growth,-,-39.89%,10.14%,18.36%,-6.89%,-18.33%,27.36%,12.29%,-14.76%,26.63%,-15.68%,Upgrade
Enterprise Value,4,0,9,5,20,19,21,13,5,11,2,Upgrade
PE Ratio,-6.33,-17.14,12.43,-2.37,11.35,519.52,-39.14,4.69,20.49,-19.47,61.46,Upgrade
PS Ratio,3559.77,-,-,91.82,70.28,55.20,57.94,34.06,50.87,27.58,3002.53,Upgrade
PB Ratio,0.63,0.55,0.88,0.86,0.54,0.61,0.75,0.60,0.61,0.74,0.63,Upgrade
P/FCF Ratio,-1.83,-2.51,1.52,1.19,-4.53,-2.16,3.03,-1.28,16.99,-7.90,-1.07,Upgrade
P/OCF Ratio,-1.83,-2.51,1.52,1.19,-4.53,-2.16,3.03,-1.28,16.99,-7.90,-1.07,Upgrade
EV/Sales Ratio,593.43,-,-,16.73,58.16,39.17,38.34,17.66,12.33,11.16,257.53,Upgrade
EV/EBITDA Ratio,-0.99,-0.04,3.27,-0.43,9.19,247.38,-26.90,2.42,4.83,-8.02,5.02,Upgrade
EV/EBIT Ratio,-0.99,-0.04,3.27,-0.43,9.19,247.38,-26.90,2.42,4.83,-8.02,5.02,Upgrade
EV/FCF Ratio,-0.29,-0.01,0.41,0.22,-3.75,-1.53,2.00,-0.66,4.12,-3.20,-0.09,Upgrade
Debt / Equity Ratio,0.29,0.17,0.07,0.71,0.63,0.62,0.42,0.70,0.40,0.41,0.45,Upgrade
Debt / EBITDA Ratio,-3.01,-5.41,0.94,-1.96,13.05,355.01,-22.55,5.49,13.17,-11.18,41.78,Upgrade
Debt / FCF Ratio,-0.87,-0.78,0.12,0.98,-5.32,-2.20,1.68,-1.51,11.24,-4.45,-0.76,Upgrade
Asset Turnover,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0,Upgrade
Return on Equity (ROE),-9.30%,-3.10%,7.30%,-32.40%,4.60%,0.10%,-2.00%,13.50%,3.00%,-3.80%,1.10%,Upgrade
Return on Assets (ROA),-7.90%,-2.70%,7.00%,-19.10%,2.90%,0.10%,-1.20%,8.20%,2.50%,-3.40%,1.00%,Upgrade
Return on Capital (ROIC),-14.80%,-5.50%,20.70%,-21.70%,3.20%,0.10%,-1.40%,10.30%,4.20%,-5.80%,2.50%,Upgrade
Earnings Yield,-15.59%,-5.84%,8.05%,-42.10%,8.81%,0.19%,-2.56%,21.32%,4.88%,-5.14%,1.63%,Upgrade
FCF Yield,-53.95%,-39.85%,65.64%,84.30%,-22.09%,-46.28%,33.01%,-78.19%,5.88%,-12.65%,-93.55%,Upgrade
Buyback Yield / Dilution,-,-,-,-,-1.30%,-5.29%,-,-6.47%,-12.71%,-,Upgrade,
Total Shareholder Return,-,-,-,-,-1.30%,-5.29%,-,-6.47%,-12.71%,-,Upgrade,
