Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Market Capitalization,"26,663","30,140","35,118","21,774","17,555","13,374","12,771","11,088","9,554","8,041","6,670",Upgrade
Market Cap Growth,-,-14.18%,61.28%,24.03%,31.26%,4.72%,15.18%,16.06%,18.81%,20.57%,61.81%,Upgrade
Enterprise Value,"31,690","35,286","40,704","24,727","20,620","16,351","16,344","14,028","11,360","9,688","8,633",Upgrade
PE Ratio,23.64,26.79,29.59,23.34,22.68,29.20,17.52,104.61,22.32,19.42,17.32,Upgrade
PS Ratio,4.30,4.84,5.97,3.87,4.12,3.13,3.24,2.99,2.81,2.30,2.08,Upgrade
PB Ratio,4.34,4.90,5.49,3.39,3.11,2.45,2.17,2.04,1.70,1.39,1.08,Upgrade
P/FCF Ratio,17.74,19.40,38.17,20.46,21.00,14.58,16.69,17.27,16.08,16.34,14.53,Upgrade
P/OCF Ratio,16.07,17.67,32.43,17.39,18.23,13.01,14.05,14.29,13.14,12.72,11.62,Upgrade
EV/Sales Ratio,5.09,5.67,6.92,4.40,4.84,3.82,4.14,3.79,3.34,2.77,2.69,Upgrade
EV/EBITDA Ratio,16.75,18.93,21.01,16.32,15.47,11.48,13.59,32.03,12.91,11.41,10.35,Upgrade
EV/EBIT Ratio,19.42,21.97,24.54,18.83,18.04,13.47,16.10,52.34,15.31,13.61,12.12,Upgrade
EV/FCF Ratio,21.00,22.71,44.24,23.24,24.67,17.83,21.36,21.85,19.12,19.69,18.81,Upgrade
Debt / Equity Ratio,0.90,0.95,0.97,0.92,0.66,0.70,0.72,0.66,0.42,0.40,0.43,Upgrade
Debt / EBITDA Ratio,2.93,3.14,3.21,3.91,2.79,2.69,3.50,8.23,2.69,2.71,3.16,Upgrade
Debt / FCF Ratio,3.68,3.77,6.76,5.57,4.45,4.18,5.50,5.61,3.98,4.67,5.74,Upgrade
Current Ratio,0.98,0.97,0.94,1.56,1.01,0.97,1.05,1.12,1.12,1.14,1.13,Upgrade
Asset Turnover,0.29,0.29,0.31,0.36,0.31,0.28,0.27,0.26,0.28,0.28,0.28,Upgrade
Return on Equity (ROE),19.00%,18.80%,18.50%,15.80%,14.10%,8.20%,12.90%,1.90%,7.60%,6.80%,6.60%,Upgrade
Return on Assets (ROA),5.20%,5.20%,6.30%,6.00%,5.60%,3.00%,4.90%,0.70%,3.60%,3.30%,3.30%,Upgrade
Return on Capital (ROIC),24.70%,24.20%,23.40%,24.70%,27.50%,30.70%,21.00%,5.60%,21.10%,21.80%,22.40%,Upgrade
Earnings Yield,4.27%,3.73%,3.38%,4.28%,4.41%,3.42%,5.71%,0.96%,4.48%,5.15%,5.77%,Upgrade
FCF Yield,5.64%,5.16%,2.62%,4.89%,4.76%,6.86%,5.99%,5.79%,6.22%,6.12%,6.88%,Upgrade
Dividend Yield,1.47%,1.27%,1.00%,1.46%,1.73%,2.09%,1.90%,1.80%,1.55%,1.21%,1.30%,Upgrade
Payout Ratio,34.30%,34.20%,29.50%,34.20%,39.50%,61.40%,33.40%,189.20%,35.20%,23.60%,22.60%,Upgrade
Buyback Yield / Dilution,0.86%,2.07%,-1.94%,-0.07%,0.03%,1.37%,-0.62%,-0.59%,2.05%,-0.05%,-1.60%,Upgrade
Total Shareholder Return,2.33%,3.34%,-0.94%,1.39%,1.75%,3.45%,1.28%,1.21%,3.59%,1.15%,-0.30%,Upgrade
