Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Market Capitalization,745,"1,153","1,595","1,311","1,949","1,761","2,032","1,932","1,676","1,679","1,838",Upgrade
Market Cap Growth,-,-27.75%,21.66%,-32.73%,10.64%,-13.30%,5.14%,15.28%,-0.15%,-8.64%,-2.50%,Upgrade
Enterprise Value,"3,441","3,316","3,209","2,981","4,034","3,973","4,118","4,286","4,436","4,516","4,615",Upgrade
PE Ratio,10.32,13.65,20.97,20.32,20.68,17.81,24.15,23.15,21.47,21.61,26.50,Upgrade
PS Ratio,3.66,5.24,7.54,7.03,8.56,7.98,9.34,8.94,7.98,8.16,9.07,Upgrade
PB Ratio,0.69,1.05,1.28,1.02,1.46,1.27,1.49,1.39,1.18,1.13,1.13,Upgrade
P/FCF Ratio,9.28,12.56,24.52,16.77,28.16,15.67,26.62,27.57,22.47,19.85,22.15,Upgrade
P/OCF Ratio,8.71,11.84,21.42,14.11,24.08,14.19,23.78,22.75,19.35,18.29,18.07,Upgrade
EV/Sales Ratio,16.91,15.07,15.16,15.97,17.73,17.99,18.92,19.82,21.11,21.95,22.79,Upgrade
EV/EBITDA Ratio,34.64,28.11,29.99,32.50,30.54,29.96,30.34,33.20,36.18,37.18,41.57,Upgrade
EV/EBIT Ratio,38.73,30.93,33.41,36.97,33.44,32.06,32.19,35.15,38.32,39.22,43.71,Upgrade
EV/FCF Ratio,42.89,36.14,49.32,38.13,58.29,35.34,53.95,61.14,59.47,53.40,55.63,Upgrade
Debt / Equity Ratio,2.57,2.02,1.33,1.44,1.73,1.69,1.78,1.89,2.49,2.44,1.77,Upgrade
Debt / EBITDA Ratio,27.75,18.76,15.48,20.22,17.45,17.72,17.96,20.41,28.81,30.03,26.04,Upgrade
Debt / FCF Ratio,34.36,24.11,25.45,23.73,33.31,20.91,31.94,37.59,47.36,43.14,34.85,Upgrade
Asset Turnover,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
Return on Equity (ROE),6.50%,7.30%,6.00%,5.00%,7.00%,7.30%,6.10%,6.00%,5.40%,5.10%,4.20%,Upgrade
Return on Assets (ROA),0.70%,0.90%,0.80%,0.70%,1.00%,1.10%,0.90%,0.90%,0.80%,0.80%,0.70%,Upgrade
Return on Capital (ROIC),0.70%,0.90%,0.90%,0.70%,1.00%,1.10%,1.10%,1.00%,0.90%,1.00%,0.90%,Upgrade
Earnings Yield,9.54%,7.33%,4.77%,4.92%,4.84%,5.62%,4.14%,4.32%,4.66%,4.63%,3.77%,Upgrade
FCF Yield,10.77%,7.96%,4.08%,5.96%,3.55%,6.38%,3.76%,3.63%,4.45%,5.04%,4.51%,Upgrade
Dividend Yield,14.99%,9.16%,7.57%,7.34%,7.11%,6.91%,5.99%,5.97%,6.94%,8.29%,7.88%,Upgrade
Payout Ratio,154.70%,122.60%,155.40%,144.70%,144.10%,120.50%,139.70%,133.30%,144.80%,175.00%,208.30%,Upgrade
Buyback Yield / Dilution,1.86%,-0.02%,1.90%,-0.06%,-2.29%,-0.04%,-0.63%,0.78%,2.55%,1.94%,8.28%,Upgrade
Total Shareholder Return,16.85%,9.14%,9.47%,7.28%,4.82%,6.87%,5.35%,6.75%,9.48%,10.23%,16.16%,Upgrade
