Year,Current,2022,2021
Market Capitalization,123,270,277
Market Cap Growth,-,-2.55%,-
Enterprise Value,123,271,276
PE Ratio,-31.13,-31.13,-180.02
PB Ratio,-15.53,-15.53,-41.72
P/FCF Ratio,-140.59,-140.59,-442.77
P/OCF Ratio,-140.59,-140.59,-442.77
EV/EBITDA Ratio,-31.20,-31.20,-179.14
EV/EBIT Ratio,-31.20,-31.20,-179.14
EV/FCF Ratio,-140.89,-140.89,-440.60
Debt / Equity Ratio,-0.03,-0.03,-
Debt / EBITDA Ratio,-0.07,-0.07,-
Debt / FCF Ratio,-0.31,-0.31,-
Current Ratio,0.02,0.02,1.29
Return on Equity (ROE),65.80%,65.80%,51.60%
Return on Assets (ROA),-5.30%,-5.30%,-1.50%
Return on Capital (ROIC),-5.60%,-5.60%,-1.50%
Earnings Yield,-7.08%,-3.21%,-0.56%
FCF Yield,-1.57%,-0.71%,-0.23%
Buyback Yield / Dilution,-64.11%,-64.11%,-
Total Shareholder Return,-64.11%,-64.11%,-
