Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"3,459","6,487","11,217","6,045","5,850","4,180","5,973","5,118","3,669","2,449","2,081",Upgrade
Market Cap Growth,-,-42.17%,85.57%,3.32%,39.95%,-30.01%,16.70%,39.50%,49.83%,17.69%,128.63%,Upgrade
Enterprise Value,"16,752","12,821","13,242","4,023","5,904","4,556","6,349","5,323","3,843","2,770","2,229",Upgrade
PE Ratio,3.61,6.21,12.52,11.93,11.72,9.59,18.35,19.70,18.96,16.71,18.32,Upgrade
PS Ratio,1.41,2.62,5.68,5.43,5.39,4.48,7.35,7.40,7.07,6.05,6.09,Upgrade
PB Ratio,0.63,1.21,2.26,1.77,1.94,1.60,2.68,2.71,2.31,2.45,2.43,Upgrade
P/FCF Ratio,1.88,3.08,-4.12,9.39,8.55,7.75,15.93,18.95,17.51,15.95,14.23,Upgrade
P/OCF Ratio,1.75,2.89,-4.23,9.02,8.15,7.73,15.56,18.24,16.64,14.63,12.61,Upgrade
EV/Sales Ratio,6.81,5.18,6.71,3.61,5.44,4.88,7.81,7.69,7.40,6.84,6.52,Upgrade
EV/EBITDA Ratio,13.06,9.22,11.29,6.12,9.32,8.68,13.65,14.25,14.39,13.68,14.70,Upgrade
EV/EBIT Ratio,13.93,9.74,11.79,6.46,9.77,8.93,14.05,14.74,14.86,14.11,15.40,Upgrade
EV/FCF Ratio,9.12,6.09,-4.86,6.25,8.63,8.45,16.93,19.71,18.34,18.05,15.25,Upgrade
Debt / Equity Ratio,3.07,1.38,0.51,0.19,0.16,0.33,0.36,0.26,0.25,0.49,0.53,Upgrade
Debt / EBITDA Ratio,13.20,5.30,2.17,0.99,0.77,1.67,1.70,1.31,1.49,2.40,2.99,Upgrade
Debt / FCF Ratio,9.22,3.51,-0.93,1.01,0.71,1.62,2.11,1.81,1.90,3.16,3.11,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),18.20%,20.50%,20.80%,15.90%,17.30%,17.80%,15.50%,14.40%,13.50%,15.20%,13.90%,Upgrade
Return on Assets (ROA),1.40%,1.60%,1.80%,1.50%,2.00%,2.00%,1.70%,1.60%,1.50%,1.40%,1.30%,Upgrade
Return on Capital (ROIC),1.60%,1.90%,2.30%,2.00%,2.40%,2.40%,2.40%,2.20%,2.00%,1.90%,1.70%,Upgrade
Earnings Yield,27.36%,16.10%,7.98%,8.38%,8.53%,10.42%,5.45%,5.08%,5.27%,5.99%,5.46%,Upgrade
FCF Yield,53.09%,32.44%,-24.28%,10.64%,11.69%,12.90%,6.28%,5.28%,5.71%,6.27%,7.03%,Upgrade
Dividend Yield,4.56%,2.36%,1.11%,1.66%,0.88%,-,-,-,-,-,-,Upgrade
Payout Ratio,16.30%,14.60%,13.80%,19.80%,10.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-1.59%,-4.16%,-2.79%,2.52%,2.18%,-0.38%,-1.11%,-9.06%,-8.81%,-1.12%,-4.38%,Upgrade
Total Shareholder Return,2.96%,-1.81%,-1.68%,4.18%,3.06%,-0.38%,-1.11%,-9.06%,-8.81%,-1.12%,-4.38%,Upgrade
