Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,93,136,142,130,201,254,277,286,259,250,193,Upgrade
Market Cap Growth,-,-3.98%,9.19%,-35.47%,-20.86%,-8.23%,-3.05%,10.30%,3.46%,29.48%,23.62%,Upgrade
Enterprise Value,78,98,-328,-361,21,187,222,251,275,215,35,Upgrade
PE Ratio,8.01,12.97,19.12,14.16,17.23,13.14,30.75,38.07,29.85,6.16,58.61,Upgrade
PS Ratio,1.63,2.48,2.80,2.54,3.69,3.80,4.89,5.31,4.62,4.66,3.54,Upgrade
PB Ratio,0.61,0.90,0.90,0.75,1.15,1.36,1.40,1.40,1.22,1.16,1.10,Upgrade
P/FCF Ratio,7.03,18.52,26.08,11.27,9.77,10.35,12.82,15.65,18.06,15.01,19.79,Upgrade
P/OCF Ratio,6.16,14.64,18.24,9.60,9.41,12.28,12.18,15.08,17.40,14.02,19.77,Upgrade
EV/Sales Ratio,1.36,1.78,-6.47,-7.05,0.39,2.81,3.92,4.67,4.91,4.00,0.65,Upgrade
EV/EBITDA Ratio,4.66,6.47,-27.72,-24.81,1.20,6.75,10.83,15.21,15.02,15.72,4.24,Upgrade
EV/EBIT Ratio,4.95,7.06,-33.60,-28.30,1.32,7.20,13.69,20.58,19.53,23.14,10.73,Upgrade
EV/FCF Ratio,5.89,13.28,-60.35,-31.37,1.02,7.63,10.27,13.76,19.21,12.90,3.62,Upgrade
Debt / Equity Ratio,0.41,0.19,0.21,0.07,0.06,0.17,0.37,0.30,0.36,0.11,0.02,Upgrade
Debt / EBITDA Ratio,3.72,1.88,2.75,0.87,0.59,1.14,3.54,3.76,4.14,1.78,0.37,Upgrade
Debt / FCF Ratio,4.71,3.85,6.00,1.10,0.50,1.29,3.35,3.40,5.29,1.46,0.31,Upgrade
Asset Turnover,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),7.80%,6.90%,4.50%,5.30%,6.70%,10.00%,4.50%,3.60%,4.10%,21.60%,1.90%,Upgrade
Return on Assets (ROA),0.70%,0.60%,0.40%,0.60%,0.80%,1.20%,0.60%,0.50%,0.60%,2.80%,0.20%,Upgrade
Return on Capital (ROIC),1.10%,1.00%,0.80%,1.10%,1.10%,1.70%,1.00%,0.80%,1.00%,0.70%,0.30%,Upgrade
Earnings Yield,12.82%,7.71%,5.23%,7.06%,5.80%,7.61%,3.25%,2.63%,3.35%,16.23%,1.71%,Upgrade
FCF Yield,14.22%,5.40%,3.83%,8.87%,10.23%,9.67%,7.80%,6.39%,5.54%,6.66%,5.05%,Upgrade
Dividend Yield,5.49%,4.80%,3.96%,4.61%,3.10%,2.54%,1.85%,1.40%,1.23%,0.65%,0.41%,Upgrade
Payout Ratio,54.90%,62.50%,75.50%,65.60%,53.30%,33.30%,57.10%,52.50%,36.40%,4.00%,25.00%,Upgrade
Buyback Yield / Dilution,3.65%,6.84%,6.16%,4.12%,10.55%,4.63%,4.03%,4.39%,1.31%,-0.80%,-0.69%,Upgrade
Total Shareholder Return,9.14%,11.64%,10.12%,8.73%,13.65%,7.17%,5.87%,5.79%,2.54%,-0.16%,-0.27%,Upgrade
