Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"79,499","75,889","60,057","57,904","42,321","35,181","32,758","20,618","18,589","15,903","16,362",Upgrade
Market Cap Growth,-,26.36%,3.72%,36.82%,20.30%,7.40%,58.88%,10.92%,16.89%,-2.81%,28.23%,Upgrade
Enterprise Value,"85,301","82,057","64,753","63,224","46,501","39,511","35,789","23,540","21,072","17,959","18,148",Upgrade
PE Ratio,96.68,109.26,18.07,10.20,10.73,13.56,20.57,20.00,14.66,12.41,14.04,Upgrade
PS Ratio,1.52,1.53,1.26,1.36,1.09,1.10,1.22,0.88,0.89,0.82,0.90,Upgrade
PB Ratio,4.70,4.78,3.29,3.40,3.10,3.25,3.53,2.59,2.55,2.30,2.64,Upgrade
P/FCF Ratio,12.06,11.51,7.92,8.64,7.11,5.84,9.06,8.17,8.56,9.80,9.28,Upgrade
P/OCF Ratio,11.65,11.08,7.74,8.39,6.76,5.60,8.72,7.54,8.11,9.22,8.61,Upgrade
EV/Sales Ratio,1.64,1.65,1.36,1.48,1.19,1.24,1.33,1.00,1.01,0.93,1.00,Upgrade
EV/EBITDA Ratio,51.29,54.62,13.59,8.19,8.24,11.02,14.19,13.19,9.73,8.47,9.36,Upgrade
EV/EBIT Ratio,63.71,70.40,14.62,8.56,8.71,11.89,15.65,14.85,10.46,8.87,9.87,Upgrade
EV/FCF Ratio,12.99,12.45,8.54,9.43,7.81,6.55,9.90,9.33,9.70,11.06,10.29,Upgrade
Debt / Equity Ratio,0.38,0.40,0.27,0.32,0.32,0.41,0.36,0.40,0.37,0.31,0.30,Upgrade
Debt / EBITDA Ratio,3.84,4.25,1.03,0.70,0.78,1.23,1.31,1.76,1.25,1.02,0.96,Upgrade
Debt / FCF Ratio,0.97,0.97,0.65,0.80,0.74,0.73,0.91,1.25,1.25,1.33,1.06,Upgrade
Asset Turnover,0.68,0.67,0.68,0.70,0.75,0.72,0.72,0.72,0.72,0.76,0.76,Upgrade
Return on Equity (ROE),5.20%,4.40%,18.10%,34.30%,29.60%,23.60%,17.60%,13.10%,17.30%,18.90%,18.00%,Upgrade
Return on Assets (ROA),1.10%,0.90%,4.80%,9.40%,7.50%,5.90%,4.30%,3.20%,4.40%,5.00%,4.80%,Upgrade
Return on Capital (ROIC),1.60%,1.50%,6.00%,11.30%,9.60%,7.00%,5.80%,4.60%,6.60%,7.40%,7.10%,Upgrade
Earnings Yield,1.05%,0.92%,5.53%,9.81%,9.32%,7.37%,4.86%,5.00%,6.82%,8.06%,7.12%,Upgrade
FCF Yield,8.29%,8.69%,12.63%,11.58%,14.06%,17.13%,11.04%,12.24%,11.69%,10.21%,10.78%,Upgrade
Dividend Yield,0.29%,0.31%,6.26%,2.69%,3.90%,1.88%,1.22%,2.52%,2.17%,5.58%,1.05%,Upgrade
Payout Ratio,28.40%,33.60%,112.50%,27.30%,41.70%,25.30%,24.90%,50.20%,31.80%,68.80%,14.60%,Upgrade
Buyback Yield / Dilution,-0.12%,0.02%,0.09%,-0.07%,-0.09%,-0.17%,-0.12%,0.71%,0.94%,1.46%,0.69%,Upgrade
Total Shareholder Return,0.18%,0.33%,6.34%,2.62%,3.82%,1.71%,1.10%,3.23%,3.12%,7.04%,1.74%,Upgrade
