Year,Current,2022,2021
Market Capitalization,187,182,176
Market Cap Growth,-,3.78%,-
Enterprise Value,186,182,174
PE Ratio,30.62,29.58,49.48
PB Ratio,-37.59,-37.59,-19.86
P/FCF Ratio,-343.47,-343.47,-81.87
P/OCF Ratio,-343.47,-343.47,-81.87
EV/EBITDA Ratio,30.19,29.47,49.11
EV/EBIT Ratio,30.19,29.47,49.11
EV/FCF Ratio,-342.20,-342.20,-81.27
Current Ratio,2.43,2.43,11.61
Return on Equity (ROE),-120.50%,-120.50%,-46.70%
Return on Assets (ROA),4.20%,4.20%,3.20%
Return on Capital (ROIC),4.20%,4.20%,3.20%
Earnings Yield,3.30%,3.38%,2.02%
FCF Yield,-0.28%,-0.29%,-1.22%
Buyback Yield / Dilution,-44.84%,-44.84%,-
Total Shareholder Return,-44.84%,-44.84%,-
