Year,Current,2022,2021
Market Capitalization,305,297,290
Market Cap Growth,-,2.46%,-
Enterprise Value,305,297,289
PE Ratio,31.12,22.54,-159.96
PB Ratio,-24.42,-20.31,-12.29
P/FCF Ratio,-1061.83,-606.84,-273.48
P/OCF Ratio,-1061.83,-606.84,-273.48
EV/EBITDA Ratio,30.15,22.52,-159.47
EV/EBIT Ratio,30.15,22.52,-159.47
EV/FCF Ratio,-1061.25,-606.21,-272.65
Current Ratio,0.49,0.93,4.33
Return on Equity (ROE),-80.70%,-99.70%,16.80%
Return on Assets (ROA),3.60%,4.70%,-1.30%
Return on Capital (ROIC),3.60%,4.70%,-1.30%
Earnings Yield,3.32%,4.44%,-0.63%
FCF Yield,-0.09%,-0.16%,-0.37%
Buyback Yield / Dilution,-95.14%,-662.13%,
Total Shareholder Return,-95.14%,-662.13%,
