Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"31,328","33,135","33,753","22,927","21,105","14,545","25,070","17,534","18,529","24,404","22,382",Upgrade
Market Cap Growth,-,-1.83%,47.22%,8.63%,45.10%,-41.98%,42.98%,-5.37%,-24.08%,9.04%,73.63%,Upgrade
Enterprise Value,"26,592","29,194","28,906","18,468","19,818","13,349","24,600","17,153","23,144","28,891","25,927",Upgrade
PE Ratio,14.91,12.95,12.23,14.95,11.15,6.93,16.94,13.35,11.86,15.07,16.78,Upgrade
PS Ratio,2.16,2.32,2.51,1.93,1.63,1.13,2.07,1.49,1.52,1.99,2.00,Upgrade
PB Ratio,7.48,8.71,5.68,3.91,3.68,2.60,4.18,2.79,2.58,3.00,2.73,Upgrade
P/FCF Ratio,6.36,7.84,10.53,5.12,9.60,5.97,18.42,7.83,7.24,10.68,17.78,Upgrade
P/OCF Ratio,6.13,7.52,10.15,4.96,9.02,5.60,16.46,7.52,6.89,10.17,16.41,Upgrade
EV/Sales Ratio,1.85,2.05,2.15,1.55,1.53,1.04,2.03,1.45,1.90,2.36,2.32,Upgrade
EV/EBITDA Ratio,9.10,8.74,7.94,8.39,7.54,4.56,9.27,8.25,8.73,10.52,11.05,Upgrade
EV/EBIT Ratio,8.91,8.64,8.16,9.27,8.10,4.89,10.16,9.36,9.63,11.59,12.31,Upgrade
EV/FCF Ratio,5.45,6.91,9.02,4.13,9.02,5.48,18.07,7.66,9.05,12.64,20.59,Upgrade
Debt / Equity Ratio,1.48,1.42,0.87,0.84,0.86,0.86,0.88,0.86,1.45,1.25,1.09,Upgrade
Debt / EBITDA Ratio,2.10,1.61,1.43,2.25,1.87,1.64,2.00,2.61,3.93,3.69,3.82,Upgrade
Debt / FCF Ratio,1.26,1.27,1.62,1.10,2.24,1.98,3.89,2.43,4.07,4.43,7.11,Upgrade
Asset Turnover,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,Upgrade
Return on Equity (ROE),57.10%,62.50%,48.30%,24.40%,32.10%,37.00%,23.90%,19.30%,20.20%,19.50%,15.80%,Upgrade
Return on Assets (ROA),1.40%,1.60%,1.60%,1.00%,1.30%,1.50%,1.00%,0.90%,1.10%,1.10%,1.00%,Upgrade
Return on Capital (ROIC),1.90%,2.20%,2.10%,1.30%,1.70%,1.90%,1.70%,1.30%,1.60%,1.60%,1.50%,Upgrade
Earnings Yield,7.15%,7.72%,8.18%,6.69%,8.97%,14.42%,5.90%,7.49%,8.43%,6.63%,5.96%,Upgrade
FCF Yield,15.73%,12.75%,9.50%,19.52%,10.41%,16.74%,5.43%,12.77%,13.81%,9.37%,5.63%,Upgrade
Dividend Yield,1.72%,1.57%,1.47%,2.10%,2.29%,3.38%,1.91%,2.63%,2.43%,1.71%,1.75%,Upgrade
Payout Ratio,24.80%,21.20%,18.80%,33.00%,27.00%,24.50%,33.80%,37.00%,30.10%,26.70%,30.60%,Upgrade
Buyback Yield / Dilution,4.94%,4.89%,5.16%,6.88%,9.09%,5.80%,6.40%,9.23%,5.65%,5.14%,5.48%,Upgrade
Total Shareholder Return,6.67%,6.46%,6.63%,8.99%,11.37%,9.18%,8.31%,11.86%,8.08%,6.85%,7.23%,Upgrade
