Year,Current,2022,2021
Market Capitalization,117,112,-
Enterprise Value,117,113,0
PE Ratio,-239.50,-239.50,-
PB Ratio,-50.23,-50.23,-
EV/EBITDA Ratio,-,-,-108.65
EV/EBIT Ratio,-468.00,-468.00,-108.65
Debt / Equity Ratio,-0.04,-0.04,8.11
Debt / EBITDA Ratio,-,-,-125.07
Current Ratio,0.04,0.04,1.12
Return on Equity (ROE),20.70%,20.70%,-
Return on Assets (ROA),-0.50%,-0.50%,-
Return on Capital (ROIC),-0.30%,-0.30%,-
Earnings Yield,-0.40%,-0.42%,-
Buyback Yield / Dilution,-468.48%,-468.48%,-
Total Shareholder Return,-468.48%,-468.48%,-
