Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Market Capitalization,"2,247","3,009","3,049","3,002","2,857","2,564","4,412","3,607","2,266","2,346","2,549",Upgrade
Market Cap Growth,-,-1.30%,1.56%,5.10%,11.43%,-41.89%,22.30%,59.22%,-3.44%,-7.95%,40.13%,Upgrade
Enterprise Value,"1,629",130,"-1,766","-2,696","1,398","4,470","5,096","3,297","2,567","2,608","3,645",Upgrade
PE Ratio,7.56,9.55,12.96,53.10,9.45,9.04,23.55,24.82,16.77,18.53,22.43,Upgrade
PS Ratio,1.87,2.60,3.25,3.77,2.87,2.83,5.57,5.79,4.11,4.72,5.73,Upgrade
PB Ratio,0.73,0.99,0.95,1.05,1.02,1.02,2.00,1.80,1.40,1.58,2.33,Upgrade
P/FCF Ratio,26.96,22.01,4.67,1.14,-11.12,-3.73,36.80,-4.95,35.45,16.52,13.61,Upgrade
P/OCF Ratio,24.09,20.34,4.64,1.14,-11.89,-3.77,33.38,-4.97,32.86,14.88,13.32,Upgrade
EV/Sales Ratio,1.36,0.11,-1.88,-3.39,1.40,4.93,6.44,5.29,4.66,5.24,8.20,Upgrade
EV/EBITDA Ratio,3.44,0.27,-4.09,-16.16,3.23,11.03,14.41,12.54,10.65,11.48,18.29,Upgrade
EV/EBIT Ratio,3.79,0.30,-5.22,-29.33,3.53,11.97,15.65,13.67,11.43,12.28,19.41,Upgrade
EV/FCF Ratio,19.55,0.95,-2.70,-1.02,-5.44,-6.50,42.50,-4.53,40.16,18.37,19.46,Upgrade
Debt / Equity Ratio,0.98,0.70,0.98,1.22,1.05,1.97,1.62,1.25,1.25,1.07,1.14,Upgrade
Debt / EBITDA Ratio,6.41,4.47,7.26,21.02,6.77,12.18,10.07,9.52,8.45,7.01,6.27,Upgrade
Debt / FCF Ratio,36.39,15.60,4.79,1.33,-11.44,-7.18,29.69,-3.44,31.88,11.21,6.67,Upgrade
Asset Turnover,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.04,Upgrade
Return on Equity (ROE),10.50%,10.50%,7.40%,2.00%,11.20%,11.90%,8.80%,8.20%,8.60%,9.60%,10.80%,Upgrade
Return on Assets (ROA),1.00%,1.00%,0.60%,0.20%,1.00%,1.10%,0.80%,0.70%,0.70%,0.90%,1.00%,Upgrade
Return on Capital (ROIC),1.50%,1.50%,1.10%,0.30%,1.30%,1.30%,1.40%,1.20%,1.20%,1.50%,1.60%,Upgrade
Earnings Yield,13.99%,10.47%,7.71%,1.88%,10.58%,11.06%,4.25%,4.03%,5.96%,5.40%,4.46%,Upgrade
FCF Yield,3.71%,4.54%,21.42%,87.83%,-8.99%,-26.81%,2.72%,-20.19%,2.82%,6.05%,7.35%,Upgrade
Buyback Yield / Dilution,4.74%,1.40%,-0.29%,-0.28%,-0.28%,-1.12%,-7.85%,-0.37%,-6.15%,-5.38%,-0.97%,Upgrade
Total Shareholder Return,4.74%,1.40%,-0.29%,-0.28%,-0.28%,-1.12%,-7.85%,-0.37%,-6.15%,-5.38%,-0.97%,Upgrade
