Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,"3,113","3,735","3,507","2,545","4,676","4,045","3,978","4,924","3,735","4,210","4,293",Upgrade
Market Cap Growth,-,6.52%,37.80%,-45.58%,15.60%,1.68%,-19.21%,31.83%,-11.28%,-1.92%,55.43%,Upgrade
Enterprise Value,"4,646","5,303","5,060","3,607","5,742","5,174","5,126","6,112","4,869","5,432","4,925",Upgrade
PE Ratio,23.25,30.12,9.01,7.03,11.63,7.76,5.45,5.59,3.54,3.87,5.31,Upgrade
PS Ratio,4.37,5.17,4.14,2.28,4.86,4.04,2.29,2.94,1.69,2.11,2.67,Upgrade
PB Ratio,0.57,0.71,0.54,0.38,0.70,0.62,0.58,0.76,0.62,0.73,0.84,Upgrade
P/FCF Ratio,-2.33,-1.51,-1.81,-2.98,-9.19,8.76,9.19,-37.31,-52.61,7.30,17.59,Upgrade
P/OCF Ratio,-2.33,-1.51,-1.81,-2.98,-9.19,8.76,9.19,-37.31,-52.61,7.30,17.59,Upgrade
EV/Sales Ratio,6.58,7.34,5.97,3.23,5.96,5.17,2.95,3.64,2.21,2.72,3.06,Upgrade
EV/EBITDA Ratio,19.60,24.55,9.47,7.33,10.36,7.68,4.71,5.46,3.18,3.35,4.02,Upgrade
EV/EBIT Ratio,19.60,24.55,9.47,7.33,10.36,7.68,4.71,5.46,3.18,3.35,4.02,Upgrade
EV/FCF Ratio,-3.55,-2.14,-2.61,-4.23,-11.28,11.20,11.84,-46.31,-68.58,9.41,20.18,Upgrade
Debt / Equity Ratio,0.31,0.32,0.26,0.18,0.19,0.19,0.19,0.20,0.21,0.23,0.16,Upgrade
Debt / EBITDA Ratio,7.07,7.75,3.13,2.49,2.23,1.83,1.19,1.17,0.85,0.80,0.67,Upgrade
Debt / FCF Ratio,-1.31,-0.68,-0.86,-1.43,-2.43,2.67,2.98,-9.89,-18.31,2.25,3.34,Upgrade
Asset Turnover,0.04,0.04,0.05,0.08,0.07,0.07,0.12,0.12,0.15,0.13,0.10,Upgrade
Return on Equity (ROE),2.60%,2.30%,6.00%,5.60%,6.10%,7.90%,10.80%,13.80%,18.00%,20.20%,16.90%,Upgrade
Return on Assets (ROA),0.80%,0.70%,2.30%,2.50%,2.90%,3.80%,5.00%,6.10%,7.10%,7.10%,4.90%,Upgrade
Return on Capital (ROIC),1.30%,1.20%,2.90%,3.20%,3.70%,4.60%,6.90%,7.20%,9.60%,9.90%,7.10%,Upgrade
Earnings Yield,4.50%,3.32%,11.09%,14.23%,8.60%,12.88%,18.35%,17.89%,28.27%,25.84%,18.82%,Upgrade
FCF Yield,-41.29%,-66.37%,-55.24%,-33.52%,-10.89%,11.42%,10.88%,-2.68%,-1.90%,13.71%,5.68%,Upgrade
Dividend Yield,2.02%,1.61%,1.75%,2.54%,1.47%,1.67%,1.68%,1.38%,1.82%,1.69%,1.70%,Upgrade
Payout Ratio,45.00%,51.30%,16.60%,19.00%,17.80%,13.50%,9.40%,7.90%,6.70%,7.00%,9.30%,Upgrade
Buyback Yield / Dilution,10.60%,14.11%,13.56%,15.29%,9.73%,10.03%,9.91%,7.75%,12.76%,10.98%,6.24%,Upgrade
Total Shareholder Return,12.63%,15.72%,15.31%,17.83%,11.19%,11.71%,11.59%,9.12%,14.57%,12.67%,7.93%,Upgrade
