Year,Current,2022,2021
Market Capitalization,104,419,406
Market Cap Growth,-,3.03%,-
Enterprise Value,105,418,406
PE Ratio,60.76,39.76,48.42
PB Ratio,-5.36,-29.48,-19.47
P/FCF Ratio,-66.98,-526.30,-330.37
P/OCF Ratio,-66.98,-526.30,-330.37
EV/EBITDA Ratio,12.07,36.19,48.32
EV/EBIT Ratio,12.07,36.19,48.32
EV/FCF Ratio,-67.10,-525.83,-329.72
Debt / Equity Ratio,-0.01,-,-
Debt / EBITDA Ratio,0.02,-,-
Debt / FCF Ratio,-0.13,-,-
Current Ratio,0.02,0.18,1.24
Return on Equity (ROE),-45.70%,-69.50%,-107.70%
Return on Assets (ROA),2.80%,3.10%,2.50%
Return on Capital (ROIC),3.40%,3.50%,2.50%
Earnings Yield,6.88%,2.52%,2.07%
FCF Yield,-1.51%,-0.19%,-0.30%
Buyback Yield / Dilution,61.92%,-19.15%,-
Total Shareholder Return,61.92%,-19.15%,-
