Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,81,126,145,121,138,119,74,59,46,46,37,Upgrade
Market Cap Growth,-,-12.79%,19.05%,-11.79%,15.35%,62.20%,25.36%,26.94%,1.15%,22.36%,23.34%,Upgrade
Enterprise Value,266,305,265,180,252,201,144,118,78,93,68,Upgrade
PE Ratio,4.88,7.10,6.80,9.55,14.55,94.68,29.46,22.82,16.49,25.65,35.70,Upgrade
PS Ratio,1.26,1.93,2.08,1.99,2.51,10.28,2.76,2.46,2.12,2.15,1.95,Upgrade
PB Ratio,0.49,0.76,0.85,0.76,0.92,0.86,1.00,0.91,0.75,0.80,0.69,Upgrade
P/FCF Ratio,4.25,4.91,8.10,5.63,21.64,36.92,55.55,12.40,8.49,6.09,6.03,Upgrade
P/OCF Ratio,3.66,4.31,6.70,5.11,10.73,31.22,38.48,10.30,8.01,5.84,5.54,Upgrade
EV/Sales Ratio,4.12,4.68,3.82,2.95,4.58,17.27,5.40,4.94,3.59,4.37,3.54,Upgrade
EV/EBITDA Ratio,10.25,11.15,8.09,8.64,16.41,81.55,29.38,23.45,13.36,23.22,24.06,Upgrade
EV/EBIT Ratio,11.93,12.95,9.16,10.42,20.50,110.11,37.70,30.63,17.71,32.84,40.30,Upgrade
EV/FCF Ratio,13.89,11.89,14.86,8.34,39.54,62.03,108.76,24.96,14.37,12.38,10.94,Upgrade
Debt / Equity Ratio,1.52,1.29,0.99,1.13,1.16,0.97,1.64,1.09,0.96,1.03,0.92,Upgrade
Debt / EBITDA Ratio,9.64,7.85,5.18,8.72,11.38,54.66,24.53,13.94,10.05,14.71,17.75,Upgrade
Debt / FCF Ratio,13.05,8.36,9.52,8.42,27.42,41.58,90.81,14.84,10.81,7.84,8.07,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.01,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),10.10%,10.80%,12.90%,8.20%,6.50%,1.00%,3.70%,4.10%,4.70%,3.20%,1.90%,Upgrade
Return on Assets (ROA),0.90%,1.00%,1.20%,0.80%,0.70%,0.10%,0.30%,0.40%,0.50%,0.30%,0.20%,Upgrade
Return on Capital (ROIC),1.20%,1.20%,1.70%,1.00%,0.80%,0.20%,0.50%,0.60%,0.70%,0.50%,0.30%,Upgrade
Earnings Yield,20.55%,14.08%,14.70%,10.48%,6.87%,1.06%,3.39%,4.38%,6.07%,3.90%,2.80%,Upgrade
FCF Yield,23.54%,20.38%,12.35%,17.78%,4.62%,2.71%,1.80%,8.07%,11.77%,16.42%,16.57%,Upgrade
Dividend Yield,3.74%,2.16%,1.67%,1.93%,1.64%,1.83%,1.15%,1.07%,0.90%,0.45%,0.28%,Upgrade
Payout Ratio,18.20%,15.40%,11.60%,18.40%,23.50%,166.70%,34.00%,24.50%,14.80%,11.40%,10.00%,Upgrade
Buyback Yield / Dilution,0.51%,0.18%,5.85%,1.02%,-2.89%,-107.58%,-0.47%,-0.37%,-1.27%,-0.24%,-0.38%,Upgrade
Total Shareholder Return,4.25%,2.34%,7.52%,2.95%,-1.25%,-105.75%,0.68%,0.70%,-0.36%,0.22%,-0.10%,Upgrade
