Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Market Capitalization,"3,089","2,838","4,119","4,754","2,670","1,647",521,371,336,373,331,Upgrade
Market Cap Growth,-,-31.11%,-13.35%,78.02%,62.09%,216.51%,40.13%,10.49%,-9.78%,12.41%,-,Upgrade
Enterprise Value,"16,723","13,308","17,765","31,071","9,574","6,360","4,304","2,853","1,707","1,600","1,010",Upgrade
PE Ratio,9.98,5.97,4.11,2.89,6.80,18.79,5.17,5.62,7.12,10.11,23.02,Upgrade
PS Ratio,1.87,1.43,1.30,1.28,1.81,1.67,0.55,0.40,0.47,0.72,0.86,Upgrade
PB Ratio,0.88,0.82,1.21,1.40,1.30,1.00,1.11,1.07,1.24,1.74,1.98,Upgrade
P/FCF Ratio,-1.73,0.48,1.64,-0.76,-1.17,3.04,-0.57,-0.38,8.15,-0.64,-3.15,Upgrade
P/OCF Ratio,-1.80,0.47,1.61,-0.77,-1.19,2.88,-0.59,-0.40,6.33,-0.64,-3.37,Upgrade
EV/Sales Ratio,10.25,6.70,5.61,8.38,6.48,6.46,4.50,3.06,2.39,3.09,2.61,Upgrade
EV/EBITDA Ratio,31.79,18.60,12.67,13.64,17.26,51.34,32.23,24.17,21.00,24.65,40.10,Upgrade
EV/EBIT Ratio,35.67,20.00,13.07,13.87,18.08,57.32,34.39,25.43,21.65,25.17,41.46,Upgrade
EV/FCF Ratio,-9.65,2.24,7.09,-4.97,-4.20,11.74,-4.74,-2.95,41.39,-2.74,-9.59,Upgrade
Debt / Equity Ratio,4.39,3.40,4.09,7.92,3.44,2.94,8.14,7.43,5.45,6.09,4.24,Upgrade
Debt / EBITDA Ratio,28.84,16.49,9.97,11.78,12.79,39.30,28.62,21.87,18.16,20.08,28.16,Upgrade
Debt / FCF Ratio,-8.79,1.98,5.58,-4.29,-3.11,8.99,-4.21,-2.66,35.80,-2.23,-6.73,Upgrade
Asset Turnover,0.10,0.13,0.14,0.15,0.17,0.14,0.15,0.19,0.21,0.23,0.32,Upgrade
Return on Equity (ROE),9.60%,13.70%,28.90%,58.60%,21.10%,10.90%,24.90%,21.30%,19.10%,18.80%,8.10%,Upgrade
Return on Assets (ROA),2.00%,3.10%,4.30%,6.80%,4.40%,1.20%,1.60%,1.40%,1.40%,1.60%,1.20%,Upgrade
Return on Capital (ROIC),1.70%,2.70%,3.30%,5.10%,3.70%,1.00%,1.30%,1.50%,1.50%,1.90%,1.50%,Upgrade
Earnings Yield,10.90%,16.76%,24.36%,34.64%,14.72%,5.32%,19.36%,17.79%,14.05%,9.89%,4.34%,Upgrade
FCF Yield,-56.62%,209.83%,60.84%,-131.64%,-85.40%,32.87%,-174.29%,-260.79%,12.27%,-156.65%,-31.78%,Upgrade
Dividend Yield,1.29%,1.58%,1.31%,0.89%,0.36%,0.86%,-,-,-,-,-,Upgrade
Payout Ratio,9.30%,8.90%,5.10%,2.50%,2.40%,15.30%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,9.77%,17.08%,14.30%,2.01%,-127.45%,-41.29%,67.38%,-0.69%,-0.20%,-0.08%,-55.80%,Upgrade
Total Shareholder Return,11.08%,18.65%,15.61%,2.90%,-127.09%,-40.44%,67.38%,-0.69%,-0.20%,-0.08%,-55.80%,Upgrade
