Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Market Capitalization,151,155,203,151,260,314,295,340,365,454,551,Upgrade
Market Cap Growth,-,-23.28%,33.95%,-41.82%,-17.15%,6.19%,-13.16%,-6.70%,-19.75%,-17.57%,31.89%,Upgrade
Enterprise Value,334,333,379,222,378,445,328,549,671,926,962,Upgrade
PE Ratio,-2.22,-1.82,5.12,88.38,-7.93,-34.06,6.78,3.08,-5.51,-135.74,9.35,Upgrade
PS Ratio,3.33,3.61,5.45,4.21,4.15,5.58,4.81,4.91,4.17,3.87,5.25,Upgrade
PB Ratio,1.10,1.12,0.83,0.67,1.05,1.00,0.76,0.88,1.01,0.87,1.05,Upgrade
P/FCF Ratio,9.57,7.63,-1.89,1.59,5.44,-9.27,1.36,1.86,1.50,-8.57,-2.73,Upgrade
P/OCF Ratio,9.57,7.63,-1.89,1.59,5.44,-9.27,1.36,1.86,1.50,-8.57,-2.73,Upgrade
EV/Sales Ratio,7.23,7.72,10.19,6.18,6.03,7.91,5.34,7.92,7.68,7.89,9.15,Upgrade
EV/EBITDA Ratio,-5.76,-4.55,7.57,23.16,-16.50,-218.91,5.80,4.30,-14.52,47.33,12.34,Upgrade
EV/EBIT Ratio,-5.76,-4.55,7.57,23.16,-16.50,-218.91,5.80,4.30,-14.52,47.33,12.34,Upgrade
EV/FCF Ratio,20.80,16.33,-3.53,2.34,7.91,-13.14,1.51,3.00,2.75,-17.47,-4.77,Upgrade
Debt / Equity Ratio,1.37,1.34,0.76,0.58,0.54,0.47,0.16,0.57,0.96,0.98,0.87,Upgrade
Debt / EBITDA Ratio,-3.26,-2.55,3.70,13.56,-5.87,-72.91,1.10,1.72,-7.52,26.20,5.87,Upgrade
Debt / FCF Ratio,11.90,9.15,-1.73,1.37,2.81,-4.38,0.29,1.20,1.43,-9.67,-2.27,Upgrade
Asset Turnover,0.13,0.11,0.09,0.12,0.14,0.11,0.11,0.10,0.09,0.11,0.11,Upgrade
Return on Equity (ROE),-45.30%,-47.60%,16.20%,0.90%,-11.70%,-2.60%,11.30%,31.70%,-14.20%,-0.60%,11.30%,Upgrade
Return on Assets (ROA),-20.10%,-22.70%,9.20%,0.60%,-7.60%,-1.80%,7.80%,16.50%,-6.90%,-0.30%,5.90%,Upgrade
Return on Capital (ROIC),-11.00%,-13.20%,8.70%,2.40%,-4.00%,-0.30%,9.10%,13.60%,-3.30%,1.30%,5.60%,Upgrade
Earnings Yield,-46.25%,-55.05%,19.54%,1.13%,-12.62%,-2.94%,14.76%,32.43%,-18.13%,-0.74%,10.69%,Upgrade
FCF Yield,10.45%,13.11%,-53.03%,62.84%,18.37%,-10.79%,73.65%,53.75%,66.85%,-11.66%,-36.57%,Upgrade
Dividend Yield,13.84%,13.45%,10.29%,20.02%,14.75%,12.66%,15.80%,21.06%,21.81%,17.57%,12.86%,Upgrade
Payout Ratio,-29.60%,-24.40%,52.50%,2040.00%,-116.40%,-421.10%,94.10%,54.50%,-102.70%,-1933.30%,100.90%,Upgrade
Buyback Yield / Dilution,-0.32%,-0.27%,-0.30%,-3.60%,3.84%,14.89%,5.54%,11.48%,-1.35%,-12.68%,-50.60%,Upgrade
Total Shareholder Return,13.32%,13.18%,9.99%,16.42%,18.59%,27.55%,21.34%,32.54%,20.46%,4.89%,-37.74%,Upgrade
