Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"2,258","2,139","2,748","1,317","1,670","2,559","1,504","1,117","1,623","1,043",626,Upgrade
Market Cap Growth,-,-22.17%,108.63%,-21.13%,-34.74%,70.19%,34.64%,-31.18%,55.58%,66.64%,177.09%,Upgrade
Enterprise Value,178,"1,127","2,285",-155,"1,440","2,448","1,575","1,448","2,193","1,848","1,130",Upgrade
PE Ratio,7.93,8.89,12.75,7.19,10.79,16.83,11.19,9.39,19.70,18.74,15.86,Upgrade
PS Ratio,2.70,3.05,4.43,2.45,3.60,6.19,4.06,3.52,7.43,6.76,5.14,Upgrade
PB Ratio,1.22,1.30,1.96,1.07,1.56,2.66,1.80,1.63,3.04,2.81,2.33,Upgrade
P/FCF Ratio,9.61,11.33,6.83,4.85,9.06,16.39,7.92,7.13,14.62,57.45,52.88,Upgrade
P/OCF Ratio,8.54,10.17,6.66,4.64,8.17,15.24,7.57,6.69,13.98,48.92,39.74,Upgrade
EV/Sales Ratio,0.21,1.61,3.68,-0.29,3.10,5.92,4.25,4.56,10.04,11.98,9.28,Upgrade
EV/EBITDA Ratio,0.42,3.00,6.72,-0.52,6.29,9.87,6.60,6.92,15.25,19.08,16.31,Upgrade
EV/EBIT Ratio,0.45,3.32,7.48,-0.59,6.78,10.22,6.78,7.08,15.60,19.66,16.77,Upgrade
EV/FCF Ratio,0.76,5.97,5.68,-0.57,7.81,15.68,8.30,9.24,19.76,101.76,95.45,Upgrade
Debt / Equity Ratio,0.23,0.34,0.41,0.39,0.58,0.53,0.86,1.20,1.49,2.59,2.63,Upgrade
Debt / EBITDA Ratio,1.00,1.50,1.69,1.61,2.74,2.06,3.00,3.91,5.51,9.92,10.19,Upgrade
Debt / FCF Ratio,1.81,2.98,1.43,1.76,3.40,3.28,3.77,5.22,7.15,52.88,59.61,Upgrade
Asset Turnover,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),15.90%,15.50%,16.40%,15.60%,15.10%,16.80%,17.30%,18.80%,17.40%,17.10%,16.00%,Upgrade
Return on Assets (ROA),1.50%,1.50%,1.50%,1.50%,1.50%,1.60%,1.60%,1.70%,1.50%,1.50%,1.40%,Upgrade
Return on Capital (ROIC),2.30%,2.30%,2.30%,2.20%,2.00%,2.60%,2.80%,2.80%,2.40%,2.10%,2.00%,Upgrade
Earnings Yield,12.30%,11.25%,7.84%,13.90%,9.27%,5.94%,8.94%,10.65%,5.08%,5.34%,6.30%,Upgrade
FCF Yield,10.41%,8.83%,14.63%,20.63%,11.04%,6.10%,12.62%,14.03%,6.84%,1.74%,1.89%,Upgrade
Buyback Yield / Dilution,-0.84%,-0.72%,0.70%,2.66%,2.03%,1.32%,-0.52%,-2.70%,-8.13%,-3.93%,-19.49%,Upgrade
Total Shareholder Return,-0.84%,-0.72%,0.70%,2.66%,2.03%,1.32%,-0.52%,-2.70%,-8.13%,-3.93%,-19.49%,Upgrade
