Year,Current,2022,2021
Market Capitalization,109,262,254
Market Cap Growth,-,3.28%,-
Enterprise Value,109,262,253
PE Ratio,258.00,251.14,-126.13
PB Ratio,-31.80,-31.80,-40.51
P/FCF Ratio,-434.75,-434.75,-355.89
P/OCF Ratio,-434.75,-434.75,-355.89
EV/EBITDA Ratio,67.14,160.93,-125.80
EV/EBIT Ratio,67.14,160.93,-125.80
EV/FCF Ratio,-434.57,-434.57,-354.96
Current Ratio,0.26,0.26,4.09
Return on Equity (ROE),-13.90%,-13.90%,130.00%
Return on Assets (ROA),0.50%,0.50%,-3.80%
Return on Capital (ROIC),0.80%,0.80%,-3.80%
Earnings Yield,0.95%,0.40%,-0.79%
FCF Yield,-0.55%,-0.23%,-0.28%
Buyback Yield / Dilution,-158.82%,-158.82%,-
Total Shareholder Return,-158.82%,-158.82%,-
