Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,103,-,103,82,79,71,77,72,66,66,50,Upgrade
Market Cap Growth,-,-,26.48%,4.00%,10.21%,-7.53%,7.13%,9.49%,-0.76%,32.66%,56.08%,Upgrade
Enterprise Value,-12,-31,117,110,92,106,23,116,105,79,80,Upgrade
PE Ratio,8.23,0,7.04,7.78,12.15,12.25,23.45,14.51,10.91,12.09,11.57,Upgrade
PS Ratio,2.07,0,2.46,2.36,3.07,2.98,3.81,3.48,3.24,3.51,2.74,Upgrade
PB Ratio,1.16,0,1.23,1.08,1.17,1.16,1.29,1.23,1.15,0.98,0.81,Upgrade
P/FCF Ratio,7.57,-,1.99,22.78,25.06,24.82,19.12,14.42,14.84,16.02,9.23,Upgrade
P/OCF Ratio,7.48,-,1.99,22.01,19.02,19.06,18.20,13.79,14.56,13.63,7.84,Upgrade
EV/Sales Ratio,-0.62,-0.62,2.79,3.18,3.58,4.45,1.15,5.63,5.19,4.16,4.41,Upgrade
EV/EBITDA Ratio,-1.00,-1.00,4.57,5.13,5.60,8.63,2.78,11.65,9.09,7.31,8.70,Upgrade
EV/EBIT Ratio,-1.01,-1.01,4.64,5.23,5.78,8.88,2.90,12.03,9.40,7.61,9.32,Upgrade
EV/FCF Ratio,-2.26,-2.26,2.26,30.73,29.25,37.03,5.79,23.31,23.75,19.02,14.84,Upgrade
Debt / Equity Ratio,11.60,11.60,10.37,10.45,9.33,9.11,9.24,7.76,7.96,5.80,6.37,Upgrade
Debt / EBITDA Ratio,1.52,1.52,2.12,2.76,3.14,4.60,1.79,6.89,4.82,3.25,5.25,Upgrade
Debt / FCF Ratio,3.46,3.46,1.05,16.53,16.39,19.75,3.72,13.79,12.58,8.45,8.96,Upgrade
Current Ratio,14.91,14.91,112.58,23.36,29.29,205.79,192.49,201.15,123.30,171.60,117.83,Upgrade
Asset Turnover,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),5.14%,19.16%,17.44%,13.91%,9.62%,9.47%,5.52%,8.47%,10.52%,8.12%,7.01%,Upgrade
Return on Assets (ROA),0.41%,1.52%,1.53%,1.21%,0.93%,0.94%,0.54%,0.97%,1.17%,1.19%,0.95%,Upgrade
Return on Capital (ROIC),0.70%,2.28%,2.05%,1.86%,1.88%,1.51%,0.95%,1.23%,1.38%,1.47%,1.22%,Upgrade
Earnings Yield,16.55%,-,14.20%,12.85%,8.23%,8.16%,4.26%,6.89%,9.16%,8.27%,8.64%,Upgrade
FCF Yield,13.21%,0.00%,50.18%,4.39%,3.99%,4.03%,5.23%,6.93%,6.74%,6.24%,10.83%,Upgrade
Dividend Yield,3.15%,-,2.89%,3.56%,3.70%,4.08%,3.56%,3.20%,3.63%,3.38%,4.51%,Upgrade
Payout Ratio,76.39%,19.01%,20.34%,27.70%,44.97%,49.97%,83.57%,46.43%,39.57%,40.86%,52.19%,Upgrade
Buyback Yield / Dilution,-,-0.03%,0.01%,-0.03%,-0.21%,-0.38%,0.19%,-0.14%,-0.77%,-1.01%,Upgrade,
Total Shareholder Return,3.15%,-,2.86%,3.58%,3.68%,3.86%,3.18%,3.39%,3.48%,2.61%,3.50%,Upgrade
