Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"3,621","3,644","3,060","3,104","3,553","2,728","3,192","3,817","4,133","3,784","3,725",Upgrade
Market Cap Growth,-,19.08%,-1.43%,-12.64%,30.26%,-14.55%,-16.36%,-7.65%,9.23%,1.57%,9.87%,Upgrade
Enterprise Value,"3,975","3,964","3,333","2,623","3,676","2,810","3,119","3,749","4,297","3,865","4,019",Upgrade
PE Ratio,4.12,4.60,-11.11,4.38,8.57,-19.32,5.09,9.50,14.00,12.12,11.58,Upgrade
PS Ratio,2.53,3.15,4.98,3.47,3.98,7.39,8.54,24.20,9.39,2.68,2.74,Upgrade
PB Ratio,0.93,0.97,0.86,0.80,1.09,0.96,0.91,1.07,1.06,0.95,0.95,Upgrade
P/FCF Ratio,7.36,9.98,79.27,-51.22,-29.49,-87.71,33.74,-24.61,22.66,33.10,-33.05,Upgrade
P/OCF Ratio,7.36,9.98,79.27,-51.22,-29.49,-87.71,33.74,-24.61,22.66,31.85,-36.88,Upgrade
EV/Sales Ratio,2.78,3.42,5.42,2.93,4.11,7.61,8.34,23.77,9.77,2.74,2.95,Upgrade
EV/EBITDA Ratio,3.86,4.51,-17.64,3.69,7.48,-25.55,4.84,9.56,13.72,11.14,10.07,Upgrade
EV/EBIT Ratio,3.81,4.53,-15.83,3.74,7.97,-20.71,5.02,10.08,13.88,12.40,10.85,Upgrade
EV/FCF Ratio,8.08,10.86,86.35,-43.28,-30.50,-90.36,32.97,-24.17,23.56,33.82,-35.66,Upgrade
Debt / Equity Ratio,0.14,0.15,0.12,0.10,0.09,0.07,0.01,0.00,0.09,0.09,0.17,Upgrade
Debt / EBITDA Ratio,0.54,0.65,-2.23,0.53,0.58,-1.75,0.04,0.03,1.08,0.99,1.70,Upgrade
Debt / FCF Ratio,1.13,1.58,10.90,-6.21,-2.35,-6.20,0.25,-0.08,1.85,3.00,-6.00,Upgrade
Asset Turnover,0.19,0.16,0.09,0.21,0.24,0.11,0.07,0.02,0.04,0.12,0.11,Upgrade
Return on Equity (ROE),25.60%,22.10%,-7.40%,20.90%,13.00%,-4.60%,17.60%,10.80%,7.50%,7.70%,8.50%,Upgrade
Return on Assets (ROA),12.30%,10.60%,-3.90%,16.70%,10.90%,-4.10%,12.20%,5.20%,2.80%,2.60%,2.60%,Upgrade
Return on Capital (ROIC),13.80%,12.10%,-3.30%,20.10%,14.10%,-4.40%,12.20%,4.90%,3.00%,2.60%,2.90%,Upgrade
Earnings Yield,25.93%,21.76%,-9.00%,22.83%,11.67%,-5.18%,19.65%,10.53%,7.14%,8.25%,8.63%,Upgrade
FCF Yield,13.59%,10.02%,1.26%,-1.95%,-3.39%,-1.14%,2.96%,-4.06%,4.41%,3.02%,-3.03%,Upgrade
Dividend Yield,0.07%,0.07%,0.10%,0.10%,0.09%,0.12%,0.12%,0.12%,0.14%,0.16%,0.17%,Upgrade
Payout Ratio,0.30%,0.40%,-1.10%,0.40%,0.80%,-2.40%,0.70%,1.20%,2.00%,2.00%,1.90%,Upgrade
Buyback Yield / Dilution,14.44%,14.63%,2.72%,2.62%,-0.15%,15.18%,17.86%,19.71%,5.31%,2.78%,6.18%,Upgrade
Total Shareholder Return,14.51%,14.70%,2.81%,2.72%,-0.06%,15.30%,17.98%,19.83%,5.44%,2.94%,6.35%,Upgrade
