Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,337,504,508,404,509,507,477,461,340,300,274,Upgrade
Market Cap Growth,-,-0.79%,25.65%,-20.62%,0.49%,6.28%,3.41%,35.76%,13.38%,9.41%,777.02%,Upgrade
Enterprise Value,239,595,507,394,572,502,512,423,301,274,213,Upgrade
PE Ratio,5.84,7.95,8.07,7.20,10.97,12.72,23.29,20.25,16.97,16.62,3.34,Upgrade
PS Ratio,1.69,2.44,2.44,2.11,3.00,3.24,3.65,3.74,2.88,2.60,2.16,Upgrade
PB Ratio,0.92,1.45,1.27,1.04,1.45,1.50,1.80,1.85,1.35,1.20,1.18,Upgrade
P/FCF Ratio,4.39,5.55,4.87,7.29,17.19,12.31,13.86,22.31,17.82,32.98,6.26,Upgrade
P/OCF Ratio,4.23,5.32,4.61,6.89,14.76,11.28,12.35,19.45,14.86,22.92,5.26,Upgrade
EV/Sales Ratio,1.20,2.88,2.44,2.05,3.37,3.20,3.92,3.43,2.56,2.38,1.68,Upgrade
EV/EBITDA Ratio,2.92,6.71,5.67,5.01,8.96,9.09,11.28,11.09,8.88,10.85,9.38,Upgrade
EV/EBIT Ratio,3.34,7.64,6.56,5.68,9.90,10.21,13.33,12.85,10.26,10.85,9.38,Upgrade
EV/FCF Ratio,3.11,6.55,4.86,7.11,19.30,12.18,14.89,20.47,15.81,30.12,4.86,Upgrade
Debt / Equity Ratio,0.35,0.47,0.27,0.28,0.37,0.19,0.34,0.18,0.19,0.19,0.25,Upgrade
Debt / EBITDA Ratio,1.58,1.86,1.22,1.38,2.01,1.18,1.99,1.18,1.40,1.91,2.56,Upgrade
Debt / FCF Ratio,1.68,1.82,1.04,1.96,4.32,1.58,2.62,2.18,2.49,5.29,1.32,Upgrade
Asset Turnover,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,Upgrade
Return on Equity (ROE),16.90%,18.50%,15.90%,15.50%,13.60%,12.40%,7.80%,9.20%,7.90%,7.40%,40.50%,Upgrade
Return on Assets (ROA),1.20%,1.30%,1.40%,1.40%,1.30%,1.30%,0.80%,0.90%,0.80%,0.80%,3.80%,Upgrade
Return on Capital (ROIC),1.40%,1.60%,1.70%,1.70%,1.70%,1.60%,1.40%,1.30%,1.30%,1.10%,1.10%,Upgrade
Earnings Yield,17.32%,12.57%,12.38%,13.89%,9.12%,7.86%,4.29%,4.94%,5.89%,6.02%,29.98%,Upgrade
FCF Yield,22.80%,18.02%,20.55%,13.71%,5.82%,8.12%,7.21%,4.48%,5.61%,3.03%,15.98%,Upgrade
Dividend Yield,5.65%,3.68%,3.52%,4.33%,3.18%,2.85%,1.88%,1.57%,1.71%,1.38%,-,Upgrade
Payout Ratio,32.10%,29.30%,28.90%,31.20%,35.50%,35.30%,43.80%,32.10%,29.50%,22.80%,0.00%,Upgrade
Buyback Yield / Dilution,0.31%,1.00%,2.78%,2.66%,6.74%,-13.00%,-0.41%,4.72%,2.85%,-0.61%,-156.12%,Upgrade
Total Shareholder Return,5.96%,4.67%,6.29%,6.99%,9.92%,-10.15%,1.47%,6.28%,4.56%,0.77%,-156.12%,Upgrade
