Year,Current,2022,2021
Market Capitalization,152,148,-
Enterprise Value,152,148,0
PE Ratio,1017.80,1017.80,-
PB Ratio,-30.64,-30.64,-
P/FCF Ratio,-292.43,-292.43,-
P/OCF Ratio,-292.43,-292.43,-
EV/EBITDA Ratio,334.20,324.17,-4.59
EV/EBIT Ratio,334.20,324.17,-4.59
EV/FCF Ratio,-291.96,-291.96,-
Debt / Equity Ratio,-,-,18.90
Debt / EBITDA Ratio,-,-,-21.24
Current Ratio,0.29,0.29,1.05
Return on Equity (ROE),-4.80%,-4.80%,-
Return on Assets (ROA),0.20%,0.20%,-
Return on Capital (ROIC),0.50%,0.50%,-
Earnings Yield,0.10%,0.10%,-
FCF Yield,-0.33%,-0.34%,-
Buyback Yield / Dilution,-16.09%,-16.09%,-
Total Shareholder Return,-16.09%,-16.09%,-
