Year,Current,2022,2021
Market Capitalization,73,236,228
Market Cap Growth,-,3.64%,-
Enterprise Value,60,195,227
PE Ratio,-93.72,-353.47,-721.74
PB Ratio,-6.24,-21.46,-29.69
P/FCF Ratio,-73.63,-216.09,-326.70
P/OCF Ratio,-73.63,-216.09,-326.70
EV/EBITDA Ratio,-340.93,-2836.70,-681.82
EV/EBIT Ratio,-340.93,-2836.70,-681.82
EV/FCF Ratio,-59.82,-178.10,-325.12
Debt / Equity Ratio,-0.06,-0.06,-
Debt / EBITDA Ratio,-3.77,-9.48,-
Debt / FCF Ratio,-0.66,-0.60,-
Current Ratio,4.38,1.38,13.88
Return on Equity (ROE),7.80%,7.40%,-
Return on Assets (ROA),-0.70%,-0.50%,-
Return on Capital (ROIC),-0.20%,-0.10%,-
Earnings Yield,-1.05%,-0.28%,-0.14%
FCF Yield,-1.34%,-0.46%,-0.31%
Buyback Yield / Dilution,70.54%,-133.12%,-
Total Shareholder Return,70.54%,-133.12%,-
