Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,97,131,116,77,94,83,87,75,57,54,52,Upgrade
Market Cap Growth,-,13.49%,50.18%,-18.14%,13.17%,-4.65%,16.47%,30.83%,6.23%,4.27%,157.20%,Upgrade
Enterprise Value,119,156,-3,121,76,101,98,70,32,45,64,Upgrade
PE Ratio,7.01,9.75,8.82,9.33,11.80,11.21,17.72,14.30,22.38,8.59,6.49,Upgrade
PS Ratio,1.87,2.62,2.50,1.96,2.47,2.29,2.49,2.38,1.77,1.68,1.82,Upgrade
PB Ratio,0.83,1.16,1.14,0.86,1.15,1.09,1.24,1.15,0.92,0.80,0.76,Upgrade
P/FCF Ratio,16.64,23.35,5.25,4.96,7.97,5.63,7.31,11.96,8.61,8.90,4.79,Upgrade
P/OCF Ratio,15.96,22.39,5.20,4.86,6.74,5.09,6.12,9.50,8.15,8.36,4.69,Upgrade
EV/Sales Ratio,2.38,3.13,-0.06,3.09,2.00,2.79,2.80,2.22,1.00,1.40,2.25,Upgrade
EV/EBITDA Ratio,6.12,8.05,-0.15,9.65,6.24,9.21,8.80,7.32,5.94,3.65,9.82,Upgrade
EV/EBIT Ratio,6.35,8.36,-0.15,10.33,6.71,9.90,9.37,7.88,6.42,3.74,10.30,Upgrade
EV/FCF Ratio,21.15,27.85,-0.13,7.83,6.47,6.85,8.24,11.14,4.84,7.42,5.90,Upgrade
Debt / Equity Ratio,1.02,0.80,0.89,1.18,0.79,0.98,0.81,0.44,0.17,0.15,0.47,Upgrade
Debt / EBITDA Ratio,6.48,4.63,4.71,8.35,5.31,6.83,5.10,3.05,1.94,0.81,4.86,Upgrade
Debt / FCF Ratio,6.05,16.02,4.09,6.77,5.51,5.08,4.77,4.64,1.58,1.65,2.92,Upgrade
Asset Turnover,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.05,Upgrade
Return on Equity (ROE),10.80%,12.40%,13.50%,9.60%,10.10%,10.00%,7.20%,8.20%,3.90%,9.40%,12.80%,Upgrade
Return on Assets (ROA),1.10%,1.20%,1.20%,0.80%,0.90%,0.90%,0.60%,0.80%,0.40%,1.10%,1.50%,Upgrade
Return on Capital (ROIC),1.50%,1.70%,1.80%,1.10%,1.30%,1.20%,1.30%,1.40%,0.90%,2.20%,1.10%,Upgrade
Earnings Yield,14.39%,10.26%,11.34%,10.72%,8.47%,8.92%,5.64%,6.99%,4.47%,11.65%,15.40%,Upgrade
FCF Yield,6.01%,4.28%,19.05%,20.15%,12.55%,17.77%,13.67%,8.36%,11.62%,11.23%,20.89%,Upgrade
Dividend Yield,2.83%,2.00%,2.04%,2.17%,1.96%,1.93%,1.53%,1.52%,1.63%,0.63%,-,Upgrade
Payout Ratio,22.40%,19.20%,17.60%,20.10%,22.90%,21.30%,25.80%,21.10%,35.50%,5.20%,0.00%,Upgrade
Buyback Yield / Dilution,-1.94%,-1.94%,-2.11%,0.42%,-1.51%,1.61%,-1.72%,0.55%,0.16%,-1.37%,-1.91%,Upgrade
Total Shareholder Return,0.99%,0.06%,-0.07%,2.58%,0.45%,3.54%,-0.19%,2.08%,1.80%,-0.74%,-1.91%,Upgrade
