Year,Current,2022,2021
Market Capitalization,96,93,-
Enterprise Value,53,22,0
PE Ratio,75.67,367.32,-
PB Ratio,-21.56,-34.66,-
P/FCF Ratio,-116.12,-213.04,-
P/OCF Ratio,-116.12,-213.04,-
EV/EBITDA Ratio,60.62,87.00,-2.74
EV/EBIT Ratio,60.62,87.00,-2.74
EV/FCF Ratio,-41.00,-50.46,-2.74
Debt / Equity Ratio,-0.15,-,-4.97
Debt / EBITDA Ratio,0.51,-,-3.51
Debt / FCF Ratio,-0.79,-,-3.51
Current Ratio,13.56,25.93,0.83
Return on Equity (ROE),-34.10%,-11.00%,-
Return on Assets (ROA),1.40%,0.40%,-
Return on Capital (ROIC),1.40%,0.40%,-
Earnings Yield,0.91%,0.27%,-
FCF Yield,-0.59%,-0.47%,-
Buyback Yield / Dilution,-144.08%,-413.13%,-
Total Shareholder Return,-144.08%,-413.13%,-
