Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,73,44,72,130,235,393,298,66,28,49,36,Upgrade
Market Cap Growth,-,-38.74%,-44.76%,-44.66%,-40.18%,31.71%,352.94%,131.05%,-41.36%,36.65%,-3.65%,Upgrade
Enterprise Value,-184,-250,-245,-189,15,385,294,63,19,40,19,Upgrade
PE Ratio,32.43,-22.11,14.18,43.70,72.59,32.83,138.22,-11.80,-9.93,-7.41,-6.01,Upgrade
PS Ratio,1.32,0.88,1.06,2.37,5.49,13.07,22.74,6.71,2.82,3.07,2.17,Upgrade
PB Ratio,1.42,0.90,1.46,3.42,7.09,22.87,57.20,29.22,1.82,2.62,1.42,Upgrade
P/FCF Ratio,-2.96,-1.71,-37.58,1.35,10.64,113.36,288.07,-19.95,-19.88,-5.49,-10.26,Upgrade
P/OCF Ratio,-3.18,-1.79,12.96,1.34,9.65,80.70,205.34,-20.19,-20.47,-5.59,-12.08,Upgrade
EV/Sales Ratio,-3.51,-4.98,-3.63,-3.44,0.35,12.83,22.45,6.43,1.89,2.54,1.13,Upgrade
EV/EBITDA Ratio,-54.09,134.55,-28.53,-36.92,2.73,51.37,121.40,-11.90,-6.67,-6.38,-3.23,Upgrade
EV/EBIT Ratio,-72.63,87.58,-34.30,-53.23,3.35,52.37,127.44,-11.31,-6.07,-6.12,-3.16,Upgrade
EV/FCF Ratio,9.35,9.70,128.26,-1.96,0.67,111.28,284.43,-19.13,-13.31,-4.56,-5.37,Upgrade
Debt / Equity Ratio,0.17,0.19,0.36,0.33,0.38,-,-,-,-,-,-,Upgrade
Debt / EBITDA Ratio,2.45,-5.10,2.06,2.44,2.31,-,-,-,-,-,-,Upgrade
Debt / FCF Ratio,-0.42,-0.37,-9.24,0.13,0.57,-,-,-,-,-,-,Upgrade
Current Ratio,1.05,1.05,1.02,1.02,1.03,-,-,-,-,-,-,Upgrade
Asset Turnover,0.06,0.05,0.05,0.07,0.28,2.36,2.88,0.77,0.55,0.67,0.54,Upgrade
Return on Equity (ROE),4.30%,-4.00%,11.50%,8.30%,14.30%,107.30%,53.00%,-49.40%,-17.60%,-32.60%,-21.60%,Upgrade
Return on Assets (ROA),0.20%,-0.20%,0.40%,0.40%,2.10%,93.80%,47.40%,-43.70%,-15.70%,-27.70%,-19.50%,Upgrade
Return on Capital (ROIC),-1.20%,1.20%,-2.60%,-1.60%,-13.90%,130.60%,135.20%,-89.30%,-28.20%,-57.70%,-55.60%,Upgrade
Earnings Yield,2.95%,-4.52%,7.05%,2.29%,1.38%,3.05%,0.72%,-8.47%,-10.07%,-13.50%,-16.63%,Upgrade
FCF Yield,-28.43%,-58.49%,-2.66%,74.08%,9.40%,0.88%,0.35%,-5.01%,-5.03%,-18.21%,-9.74%,Upgrade
Dividend Yield,-,-,-,-,-,-,6.71%,-,-,-,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-80.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.32%,-3.49%,-2.21%,-0.60%,-12.15%,-20.66%,-1.91%,-,-,0.01%,0.06%,Upgrade
Total Shareholder Return,-0.32%,-3.49%,-2.21%,-0.60%,-12.15%,-20.66%,-1.91%,6.71%,-,0.01%,0.06%,Upgrade
