Year,Current,2022,2021
Market Capitalization,362,352,339
Market Cap Growth,-,3.71%,-
Enterprise Value,361,351,337
PE Ratio,12.34,12.04,-35.88
PB Ratio,-23.32,-23.32,-8.56
P/FCF Ratio,-451.71,-451.71,-527.70
P/OCF Ratio,-451.71,-451.71,-527.70
EV/EBITDA Ratio,12.35,12.01,-35.69
EV/EBIT Ratio,12.35,12.01,-35.69
EV/FCF Ratio,-450.31,-450.31,-524.88
Debt / Equity Ratio,-0.01,-0.01,-0.01
Debt / EBITDA Ratio,0.01,0.01,-0.02
Debt / FCF Ratio,-0.19,-0.19,-0.31
Current Ratio,2.04,2.04,8.97
Return on Equity (ROE),-170.20%,-170.20%,54.10%
Return on Assets (ROA),10.40%,10.40%,-6.80%
Return on Capital (ROIC),10.50%,10.50%,-6.80%
Earnings Yield,8.07%,8.30%,-2.79%
FCF Yield,-0.22%,-0.22%,-0.19%
Buyback Yield / Dilution,-78.07%,-78.07%,-
Total Shareholder Return,-78.07%,-78.07%,-
