Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Market Capitalization,816,887,720,441,507,462,453,740,637,668,765,Upgrade
Market Cap Growth,-,23.23%,63.12%,-12.91%,9.65%,1.99%,-38.79%,16.25%,-4.63%,-12.76%,9.89%,Upgrade
Enterprise Value,"2,255","2,239","2,043","1,323","1,162","1,020",827,"1,168","1,098","1,017",986,Upgrade
PE Ratio,34.27,189.49,9.27,53.96,8.71,-4.04,-15.81,21.61,13.31,23.54,9.42,Upgrade
PS Ratio,3.35,4.05,5.32,6.21,6.70,5.76,3.68,6.51,5.25,6.39,7.58,Upgrade
PB Ratio,0.68,0.74,0.97,0.62,0.89,0.82,0.71,1.21,1.25,1.26,1.72,Upgrade
P/FCF Ratio,62.21,10.28,-1.82,-2.02,-16.08,-2.33,57.16,-31.90,-20.35,-3.54,6.01,Upgrade
P/OCF Ratio,62.21,10.28,-1.82,-2.02,-16.08,-2.33,56.87,-31.99,-20.39,-3.55,6.01,Upgrade
EV/Sales Ratio,9.30,10.22,15.09,18.62,15.36,12.71,6.72,10.28,9.05,9.73,9.76,Upgrade
EV/EBITDA Ratio,90.33,367.82,26.29,160.72,19.86,-9.00,-29.84,33.61,22.74,32.25,12.06,Upgrade
EV/EBIT Ratio,90.33,367.82,26.29,160.72,19.86,-9.00,-29.77,33.68,22.76,32.30,12.06,Upgrade
EV/FCF Ratio,172.44,25.95,-5.15,-6.06,-36.89,-5.14,104.33,-50.34,-35.10,-5.40,7.74,Upgrade
Debt / Equity Ratio,1.24,1.21,1.85,1.32,1.17,1.01,0.88,0.88,1.01,0.81,0.79,Upgrade
Debt / EBITDA Ratio,59.61,237.90,17.67,114.72,11.43,-5.03,-20.42,15.39,10.64,13.57,4.33,Upgrade
Debt / FCF Ratio,113.81,16.79,-3.46,-4.33,-21.24,-2.88,71.38,-23.06,-16.43,-2.27,2.78,Upgrade
Asset Turnover,0.09,0.08,0.07,0.06,0.06,0.07,0.10,0.10,0.12,0.12,0.13,Upgrade
Return on Equity (ROE),1.90%,0.40%,10.50%,1.50%,10.10%,-18.50%,-4.20%,6.10%,9.30%,5.80%,18.70%,Upgrade
Return on Assets (ROA),0.90%,0.20%,4.10%,0.60%,4.70%,-9.50%,-2.30%,3.10%,4.70%,3.20%,10.20%,Upgrade
Return on Capital (ROIC),0.60%,0.10%,2.60%,0.40%,3.20%,-7.50%,-1.70%,2.30%,3.40%,2.60%,7.90%,Upgrade
Earnings Yield,2.86%,0.53%,10.79%,1.85%,11.49%,-24.73%,-6.32%,4.63%,7.52%,4.25%,10.61%,Upgrade
FCF Yield,1.61%,9.73%,-55.09%,-49.43%,-6.22%,-42.91%,1.75%,-3.14%,-4.91%,-28.21%,16.64%,Upgrade
Dividend Yield,12.82%,11.02%,7.44%,7.16%,5.35%,23.91%,16.93%,9.30%,11.80%,8.79%,7.78%,Upgrade
Payout Ratio,440.90%,1900.00%,68.90%,382.40%,46.60%,-96.70%,-266.10%,201.10%,156.90%,207.40%,73.50%,Upgrade
Buyback Yield / Dilution,-30.56%,-57.56%,-34.46%,3.21%,-0.58%,-7.31%,-27.72%,-9.54%,-11.62%,-7.97%,-3.12%,Upgrade
Total Shareholder Return,-17.70%,-46.54%,-27.02%,10.36%,4.77%,16.60%,-10.79%,-0.25%,0.18%,0.81%,4.66%,Upgrade
