Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,"1,763","1,680","1,306",991,787,914,717,715,470,327,394,Upgrade
Market Cap Growth,-,28.68%,31.79%,25.93%,-13.87%,27.36%,0.27%,52.33%,43.61%,-16.91%,8.45%,Upgrade
Enterprise Value,"7,398","5,127","7,090","4,304","4,584","2,599","2,336","1,497","1,107",-20,74,Upgrade
PE Ratio,8.18,8.11,11.23,5.84,9.25,16.46,112.08,13.08,8.43,16.94,20.39,Upgrade
PS Ratio,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.05,0.01,0.01,0.01,Upgrade
PB Ratio,1.42,1.57,1.45,1.29,1.32,1.81,1.59,1.65,1.18,0.95,1.17,Upgrade
P/FCF Ratio,-0.72,-6.02,0.63,0.51,4.28,-1.88,0.70,-16.56,16.31,2.55,9.84,Upgrade
P/OCF Ratio,-0.73,-7.32,0.62,0.51,4.02,-1.93,0.69,-25.73,12.39,2.47,8.77,Upgrade
EV/Sales Ratio,0.11,0.08,0.17,0.08,0.14,0.09,0.08,0.10,0.03,0.00,0.00,Upgrade
EV/EBITDA Ratio,20.90,15.19,34.96,18.21,36.67,22.98,93.43,18.59,12.98,-0.62,2.49,Upgrade
EV/EBIT Ratio,25.48,18.49,46.01,20.82,41.30,25.60,153.66,20.59,14.18,-0.79,3.40,Upgrade
EV/FCF Ratio,-2.60,-18.38,3.44,2.23,24.95,-5.35,2.29,-34.65,38.45,-0.16,1.86,Upgrade
Debt / Equity Ratio,7.54,7.31,10.14,8.06,8.95,6.80,5.45,5.15,4.19,0.96,0.85,Upgrade
Debt / EBITDA Ratio,26.57,23.18,45.21,26.18,42.55,30.38,98.08,27.75,19.49,10.06,9.58,Upgrade
Debt / FCF Ratio,-3.15,-28.04,4.44,3.20,28.95,-7.07,2.40,-51.71,57.73,2.59,7.16,Upgrade
Asset Turnover,3.18,3.32,2.60,4.62,3.45,3.79,4.66,2.58,8.09,11.36,14.34,Upgrade
Return on Equity (ROE),19.40%,20.30%,13.40%,24.90%,15.20%,11.70%,1.40%,13.20%,14.80%,5.70%,5.80%,Upgrade
Return on Assets (ROA),1.10%,1.00%,0.70%,1.40%,0.90%,0.80%,0.10%,1.00%,1.30%,0.60%,0.70%,Upgrade
Return on Capital (ROIC),1.20%,1.10%,0.70%,1.30%,0.80%,1.10%,0.20%,1.10%,1.70%,1.00%,0.80%,Upgrade
Earnings Yield,12.41%,12.32%,8.91%,17.12%,10.82%,6.08%,0.89%,7.65%,11.86%,5.90%,4.90%,Upgrade
FCF Yield,-168.48%,-16.60%,158.03%,195.18%,23.35%,-53.21%,142.37%,-6.04%,6.13%,39.24%,10.16%,Upgrade
Buyback Yield / Dilution,-3.04%,-1.98%,-2.59%,-0.87%,-0.42%,-1.32%,-0.33%,1.62%,1.05%,-0.33%,0.46%,Upgrade
Total Shareholder Return,-3.04%,-1.98%,-2.59%,-0.87%,-0.42%,-1.32%,-0.33%,1.62%,1.05%,-0.33%,0.46%,Upgrade
