Year,Current,2022
Market Capitalization,341,332
Enterprise Value,342,332
PE Ratio,-82.20,-69.92
PB Ratio,-10.52,-13.59
P/FCF Ratio,-101.75,-114.39
P/OCF Ratio,-101.75,-114.39
EV/EBITDA Ratio,-83.37,-70.08
EV/EBIT Ratio,-83.37,-70.08
EV/FCF Ratio,-102.18,-114.65
Debt / Equity Ratio,-0.05,-0.03
Debt / EBITDA Ratio,-0.36,-0.17
Debt / FCF Ratio,-0.44,-0.27
Current Ratio,0.01,0.02
Return on Equity (ROE),17.80%,22.80%
Return on Assets (ROA),-1.50%,-1.80%
Return on Capital (ROIC),-1.60%,-1.80%
Earnings Yield,-1.21%,-1.43%
FCF Yield,-0.98%,-0.87%
