Year,Current,2022
Market Capitalization,321,313
Enterprise Value,323,314
PE Ratio,38.11,30.62
PB Ratio,-25.52,-28.58
P/FCF Ratio,-269.86,-295.44
P/OCF Ratio,-269.86,-295.44
EV/EBITDA Ratio,39.58,30.75
EV/EBIT Ratio,39.58,30.75
EV/FCF Ratio,-271.26,-296.69
Debt / Equity Ratio,-0.16,-0.18
Debt / EBITDA Ratio,0.25,0.20
Debt / FCF Ratio,-1.69,-1.89
Current Ratio,0.05,0.08
Return on Equity (ROE),-69.80%,-84.20%
Return on Assets (ROA),3.20%,4.00%
Return on Capital (ROIC),3.30%,4.20%
Earnings Yield,2.54%,3.27%
FCF Yield,-0.37%,-0.34%
