Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Market Capitalization,4,12,66,83,71,112,74,56,76,94,224,Upgrade
Market Cap Growth,-,-82.32%,-20.22%,17.73%,-36.88%,51.62%,32.06%,-26.40%,-19.46%,-57.82%,11.27%,Upgrade
Enterprise Value,-50,-44,5,8,7,57,-15,-27,45,-76,69,Upgrade
PE Ratio,-3.37,-3.37,-4.15,34.27,10.55,118.62,21.19,11.50,16.73,-3.42,13.97,Upgrade
PS Ratio,-4.23,-4.23,-3.54,19.36,6.72,16.01,5.93,5.01,7.13,-,1.03,Upgrade
PB Ratio,0.13,0.28,1.34,1.22,1.16,2.11,0.82,0.67,0.67,0.44,0.91,Upgrade
P/FCF Ratio,-11.00,-11.00,41.55,-869.41,32.98,80.90,-6.89,-2.21,6.77,4.51,-7.36,Upgrade
P/OCF Ratio,-11.00,-11.00,41.55,-869.41,32.82,27.70,-8.72,-2.21,6.77,4.52,-7.36,Upgrade
EV/Sales Ratio,15.83,15.83,-0.26,1.90,0.71,8.10,-1.19,-2.41,4.19,-,0.32,Upgrade
EV/EBITDA Ratio,14.35,14.35,-0.31,2.84,1.05,15.43,-2.51,-3.77,6.05,2.82,2.98,Upgrade
EV/EBIT Ratio,12.60,12.60,-0.30,3.37,1.12,15.94,-2.54,-3.81,6.13,2.76,3.09,Upgrade
EV/FCF Ratio,41.14,41.14,3.03,-85.53,3.49,40.92,1.38,1.06,3.98,-3.63,-2.28,Upgrade
Debt / Equity Ratio,0.59,0.59,0.51,0.38,0.41,0.55,0.38,0.35,-,-,-,Upgrade
Debt / EBITDA Ratio,-7.91,-7.91,-1.62,9.10,3.47,7.90,5.80,4.07,-,-,-,Upgrade
Debt / FCF Ratio,-22.69,-22.69,15.80,-274.07,11.53,20.95,-3.19,-1.15,-,-,-,Upgrade
Current Ratio,1.80,1.80,1.99,2.53,2.59,2.15,3.10,3.60,4.50,5.46,9.50,Upgrade
Asset Turnover,-0.03,-0.03,-0.18,0.04,0.11,0.06,0.10,0.09,0.05,0,0.80,Upgrade
Return on Equity (ROE),-8.00%,-8.00%,-26.80%,3.60%,11.80%,1.40%,3.90%,5.10%,2.90%,-12.10%,6.70%,Upgrade
Return on Assets (ROA),-4.00%,-4.00%,-15.70%,2.30%,7.20%,0.90%,2.80%,3.90%,2.30%,-10.40%,5.90%,Upgrade
Return on Capital (ROIC),-5.20%,-5.20%,-18.70%,2.60%,8.10%,3.60%,5.20%,8.20%,11.10%,-33.30%,27.80%,Upgrade
Earnings Yield,-65.15%,-29.67%,-24.11%,2.92%,9.48%,0.84%,4.72%,8.70%,5.98%,-29.20%,7.16%,Upgrade
FCF Yield,-19.96%,-9.09%,2.41%,-0.12%,3.03%,1.24%,-14.52%,-45.34%,14.77%,22.16%,-13.59%,Upgrade
Buyback Yield / Dilution,-0.31%,-0.11%,-0.06%,-0.05%,-0.09%,-323.48%,-3.72%,-,-,-,0.80%,Upgrade
Total Shareholder Return,-0.31%,-0.11%,-0.06%,-0.05%,-0.09%,-323.48%,-3.72%,-,-,-,0.80%,Upgrade
