Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,213,181,250,96,76,68,90,122,135,187,209,Upgrade
Market Cap Growth,-,-27.57%,161.01%,26.01%,11.67%,-24.76%,-25.97%,-9.31%,-27.92%,-10.72%,98.68%,Upgrade
Enterprise Value,"2,583","2,487","2,019","1,921","2,225","2,195","2,178","2,195","1,947","1,678","1,332",Upgrade
PE Ratio,3.35,2.10,5.26,4.41,14.05,4.58,24.00,4.17,3.88,6.33,9.96,Upgrade
PS Ratio,0.64,0.55,0.93,0.35,0.22,0.17,0.21,0.29,0.37,0.62,0.82,Upgrade
PB Ratio,0.90,0.79,1.47,0.72,0.38,0.35,0.49,0.66,0.84,1.47,2.21,Upgrade
P/FCF Ratio,1.04,0.85,1.27,0.40,0.35,0.32,0.42,0.63,0.72,1.38,2.11,Upgrade
P/OCF Ratio,1.03,0.84,1.26,0.40,0.35,0.31,0.42,0.62,0.72,1.37,2.10,Upgrade
EV/Sales Ratio,7.63,7.54,7.54,7.08,6.43,5.63,5.01,5.20,5.36,5.59,5.21,Upgrade
EV/EBITDA Ratio,12.27,12.11,14.15,15.59,18.42,18.11,17.37,16.83,16.26,16.28,13.90,Upgrade
EV/EBIT Ratio,12.35,12.21,14.32,15.82,18.59,18.26,17.50,16.93,16.35,16.35,13.97,Upgrade
EV/FCF Ratio,12.25,11.63,10.29,8.05,10.30,10.20,10.13,11.24,10.45,12.43,13.47,Upgrade
Debt / Equity Ratio,10.44,10.81,11.43,14.77,11.30,11.45,12.03,11.81,12.03,13.23,13.50,Upgrade
Debt / EBITDA Ratio,12.03,12.02,13.64,15.98,18.96,18.63,17.65,16.87,16.18,16.34,13.33,Upgrade
Debt / FCF Ratio,12.02,11.55,9.92,8.25,10.60,10.49,10.29,11.26,10.40,12.47,12.91,Upgrade
Asset Turnover,0.13,0.13,0.13,0.12,0.14,0.16,0.18,0.18,0.18,0.18,0.20,Upgrade
Return on Equity (ROE),35.50%,41.50%,30.70%,17.00%,2.70%,7.80%,2.00%,16.60%,23.10%,25.50%,26.60%,Upgrade
Return on Assets (ROA),2.90%,3.40%,2.20%,0.90%,0.20%,0.60%,0.20%,1.20%,1.70%,1.80%,1.60%,Upgrade
Return on Capital (ROIC),4.30%,4.40%,3.70%,2.80%,2.60%,2.60%,2.70%,3.00%,3.20%,3.50%,4.20%,Upgrade
Earnings Yield,36.05%,47.53%,19.03%,22.66%,7.12%,21.86%,4.17%,24.00%,25.77%,15.81%,10.04%,Upgrade
FCF Yield,96.61%,118.19%,78.57%,249.53%,284.52%,316.39%,237.90%,159.95%,138.46%,72.30%,47.28%,Upgrade
Buyback Yield / Dilution,9.95%,-3.14%,-7.40%,0.25%,3.70%,8.18%,6.27%,8.07%,1.40%,-1.45%,-23.93%,Upgrade
Total Shareholder Return,9.95%,-3.14%,-7.40%,0.25%,3.70%,8.18%,6.27%,8.07%,1.40%,-1.45%,-23.93%,Upgrade
