Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Market Capitalization,69,88,81,48,68,71,71,59,57,49,43,Upgrade
Market Cap Growth,-,8.56%,67.67%,-29.01%,-3.54%,-0.73%,21.41%,2.98%,15.37%,14.64%,58.17%,Upgrade
Enterprise Value,69,73,29,54,83,91,81,73,71,70,57,Upgrade
PE Ratio,8.24,11.14,13.28,22.13,22.79,34.87,50.11,53.83,63.58,86.12,164.58,Upgrade
PS Ratio,2.28,3.00,2.97,2.26,3.12,3.40,3.78,3.32,3.36,3.07,2.86,Upgrade
PB Ratio,0.68,0.90,0.83,0.85,1.25,1.38,1.44,1.23,1.22,1.08,0.95,Upgrade
P/FCF Ratio,5.59,8.16,9.19,35.38,11.90,16.32,21.59,7.05,4.59,7.12,4.05,Upgrade
P/OCF Ratio,5.43,7.88,8.78,59.55,11.79,15.31,19.80,6.90,4.56,8.88,3.95,Upgrade
EV/Sales Ratio,2.29,2.48,1.08,2.52,3.80,4.37,4.29,4.12,4.16,4.32,3.81,Upgrade
EV/EBITDA Ratio,5.53,6.07,3.08,13.66,16.17,20.85,25.02,28.81,32.72,41.52,47.46,Upgrade
EV/EBIT Ratio,5.93,6.53,3.37,17.41,19.48,25.97,33.46,41.58,53.83,91.80,202.93,Upgrade
EV/FCF Ratio,5.60,6.74,3.33,39.53,14.47,20.96,24.49,8.76,5.68,10.03,5.40,Upgrade
Debt / Equity Ratio,0.25,0.16,0.24,1.19,0.66,0.69,0.65,0.76,0.68,0.66,0.71,Upgrade
Debt / EBITDA Ratio,2.05,1.30,2.44,17.00,7.05,8.14,9.87,14.23,14.66,18.18,26.53,Upgrade
Debt / FCF Ratio,2.08,1.44,2.64,49.20,6.31,8.19,9.66,4.33,2.54,4.39,3.02,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),8.10%,8.00%,8.90%,3.90%,5.60%,4.00%,2.90%,2.30%,1.90%,1.30%,0.60%,Upgrade
Return on Assets (ROA),1.00%,1.00%,0.80%,0.30%,0.50%,0.30%,0.20%,0.20%,0.20%,0.10%,0.00%,Upgrade
Return on Capital (ROIC),1.40%,1.50%,1.20%,0.40%,0.70%,0.60%,0.40%,0.30%,0.20%,0.10%,0.10%,Upgrade
Earnings Yield,11.85%,8.98%,7.53%,4.52%,4.39%,2.87%,2.00%,1.86%,1.57%,1.16%,0.61%,Upgrade
FCF Yield,17.88%,12.26%,10.88%,2.83%,8.40%,6.13%,4.63%,14.18%,21.78%,14.05%,24.68%,Upgrade
Dividend Yield,1.97%,1.61%,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,13.80%,17.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,5.36%,-12.33%,15.02%,-22.06%,-,-,-,-0.02%,-0.07%,-0.07%,-0.07%,Upgrade
Total Shareholder Return,7.34%,-10.71%,15.02%,-22.06%,-,-,-,-0.02%,-0.07%,-0.07%,-0.07%,Upgrade
