Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,535,"1,076",859,840,"1,036","1,096",922,771,565,531,277,Upgrade
Market Cap Growth,-,25.15%,2.33%,-18.95%,-5.44%,18.88%,19.54%,36.58%,6.33%,91.55%,24.45%,Upgrade
Enterprise Value,678,"1,040",-792,153,848,986,963,789,481,461,176,Upgrade
PE Ratio,6.55,13.14,8.77,18.04,15.34,20.66,22.06,19.81,15.06,25.27,28.95,Upgrade
PS Ratio,2.08,4.30,3.19,4.16,4.55,5.13,5.40,4.84,3.58,4.17,3.76,Upgrade
PB Ratio,0.65,1.35,1.01,1.02,1.28,1.44,1.81,1.60,1.20,1.17,1.29,Upgrade
P/FCF Ratio,5.40,11.88,12.91,13.15,13.03,16.31,13.08,16.09,11.20,10.93,10.50,Upgrade
P/OCF Ratio,5.01,11.39,12.36,11.94,11.20,12.12,12.54,14.29,10.98,10.34,8.97,Upgrade
EV/Sales Ratio,2.63,4.15,-2.94,0.76,3.72,4.62,5.64,4.96,3.05,3.62,2.39,Upgrade
EV/EBITDA Ratio,6.38,10.14,-7.77,2.89,8.56,11.50,13.35,11.80,7.13,10.78,8.76,Upgrade
EV/EBIT Ratio,6.73,10.46,-6.57,2.88,10.47,15.33,16.01,14.96,9.37,16.50,12.44,Upgrade
EV/FCF Ratio,6.84,11.49,-11.89,2.40,10.67,14.67,13.67,16.46,9.54,9.48,6.68,Upgrade
Debt / Equity Ratio,0.54,0.09,0.08,0.07,0.05,0.07,0.28,0.25,0.09,0.11,0.14,Upgrade
Debt / EBITDA Ratio,4.18,0.66,0.71,1.07,0.41,0.60,2.00,1.82,0.63,1.20,1.46,Upgrade
Debt / FCF Ratio,4.48,0.75,1.08,0.89,0.51,0.77,2.05,2.53,0.85,1.06,1.11,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,Upgrade
Return on Equity (ROE),10.30%,10.20%,11.60%,5.80%,8.50%,7.60%,8.30%,8.00%,8.10%,5.30%,4.60%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.40%,0.70%,1.20%,1.10%,1.00%,1.00%,1.10%,0.70%,0.60%,Upgrade
Return on Capital (ROIC),1.50%,1.60%,2.10%,0.90%,1.60%,1.40%,1.50%,1.50%,1.50%,1.00%,1.00%,Upgrade
Earnings Yield,15.42%,7.61%,11.41%,5.54%,6.52%,4.84%,4.53%,5.05%,6.64%,3.96%,3.45%,Upgrade
FCF Yield,18.51%,8.42%,7.75%,7.61%,7.68%,6.13%,7.64%,6.21%,8.93%,9.15%,9.52%,Upgrade
Dividend Yield,5.63%,2.77%,3.39%,3.45%,3.00%,2.32%,1.98%,2.80%,2.81%,2.85%,2.46%,Upgrade
Payout Ratio,36.20%,36.10%,29.50%,62.00%,45.70%,48.30%,43.90%,55.40%,42.40%,61.00%,68.90%,Upgrade
Buyback Yield / Dilution,-0.09%,1.42%,0.54%,2.21%,-4.56%,-17.59%,0.06%,0.07%,0.95%,-86.64%,-7.50%,Upgrade
Total Shareholder Return,5.54%,4.19%,3.93%,5.65%,-1.57%,-15.27%,2.04%,2.86%,3.77%,-83.79%,-5.04%,Upgrade
