Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Market Capitalization,"24,798","20,134","23,561","12,160","4,095","1,805","1,644","1,551","1,043","1,383",-,Upgrade
Market Cap Growth,-,-14.54%,93.75%,196.93%,126.94%,9.75%,5.98%,48.72%,-24.55%,-,-,Upgrade
Enterprise Value,"37,053","32,354","34,662","22,001","11,917","8,678","6,686","4,145","3,337","13,335","12,580",Upgrade
PE Ratio,72.69,120.17,60.92,93.22,32.20,51.09,30.18,15.57,53.83,39.52,-,Upgrade
PS Ratio,7.77,6.59,5.59,6.89,2.32,1.88,1.11,1.24,1.28,2.29,-,Upgrade
PB Ratio,14.67,12.67,12.91,10.19,5.33,3.07,2.87,5.30,4.22,4.88,-,Upgrade
P/FCF Ratio,-86.32,-26.15,-8.98,-27.54,-1.95,-1.26,-0.87,-2.43,-1.94,0.91,-,Upgrade
P/OCF Ratio,-98.77,-27.43,-9.08,-28.57,-1.97,-1.27,-0.88,-2.48,-1.98,0.90,-,Upgrade
EV/Sales Ratio,11.75,10.59,8.23,12.47,6.75,9.05,4.52,3.30,4.10,22.08,26.28,Upgrade
EV/EBITDA Ratio,30.44,30.42,35.94,39.32,22.15,23.97,28.59,15.37,17.43,161.89,19.27,Upgrade
EV/EBIT Ratio,42.31,44.80,40.73,42.44,23.90,26.02,33.25,17.85,24.50,288.39,20.86,Upgrade
EV/FCF Ratio,-130.09,-42.02,-13.21,-49.82,-5.68,-6.05,-3.53,-6.50,-6.20,8.80,5.82,Upgrade
Debt / Equity Ratio,8.13,8.39,6.85,9.13,11.15,12.53,9.97,11.58,10.43,47.41,27.24,Upgrade
Debt / EBITDA Ratio,11.16,12.54,12.96,19.48,15.92,20.35,24.45,12.58,13.45,163.27,21.94,Upgrade
Debt / FCF Ratio,-47.35,-17.32,-4.76,-24.69,-4.08,-5.13,-3.02,-5.32,-4.78,8.87,6.62,Upgrade
Asset Turnover,0.15,0.14,0.22,0.12,0.16,0.10,0.21,0.25,0.06,0.03,0.02,Upgrade
Return on Equity (ROE),13.50%,10.40%,24.30%,12.50%,18.50%,8.80%,16.20%,37.60%,7.20%,9.90%,0.00%,Upgrade
Return on Assets (ROA),1.00%,0.80%,2.00%,0.90%,1.10%,0.40%,0.80%,2.00%,0.20%,0.20%,0.00%,Upgrade
Return on Capital (ROIC),2.80%,2.30%,3.00%,2.20%,2.70%,2.10%,1.90%,3.20%,0.70%,0.10%,1.60%,Upgrade
Earnings Yield,0.88%,0.83%,1.64%,1.07%,3.11%,1.96%,3.31%,6.42%,1.86%,2.53%,-,Upgrade
FCF Yield,-1.17%,-3.82%,-11.13%,-3.63%,-51.27%,-79.55%,-115.32%,-41.10%,-51.64%,109.64%,-,Upgrade
Dividend Yield,4.34%,1.60%,1.44%,1.97%,3.75%,7.09%,5.62%,4.44%,6.81%,2.44%,-,Upgrade
Payout Ratio,108.90%,210.30%,83.90%,179.80%,115.30%,444.30%,182.30%,68.00%,382.60%,97.70%,-,Upgrade
Buyback Yield / Dilution,-2.73%,2.55%,-20.47%,-24.72%,-24.84%,-17.33%,1.33%,-2.81%,-0.39%,-0.80%,-,Upgrade
Total Shareholder Return,1.64%,4.15%,-19.03%,-22.75%,-21.10%,-10.24%,6.95%,1.63%,6.41%,1.64%,-,Upgrade
