Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,888","2,625","2,821","2,593","3,028","1,863","1,582","1,557","1,134","1,095",618,Upgrade
Market Cap Growth,-,-6.94%,8.80%,-14.38%,62.58%,17.76%,1.61%,37.30%,3.59%,77.00%,51.01%,Upgrade
Enterprise Value,"2,315","4,014","2,525","2,940","4,106","3,358","2,602","2,368","1,671","1,648","1,009",Upgrade
PE Ratio,8.47,11.79,11.19,17.00,15.65,12.74,21.69,20.09,16.90,20.98,17.99,Upgrade
PS Ratio,2.79,3.84,3.82,4.32,4.66,3.60,4.78,4.94,3.69,3.55,3.36,Upgrade
PB Ratio,0.77,1.11,1.04,0.96,1.21,0.97,1.51,1.56,1.14,1.12,1.41,Upgrade
P/FCF Ratio,5.42,6.55,8.59,12.81,16.93,8.53,15.65,17.79,10.59,9.17,4.08,Upgrade
P/OCF Ratio,5.36,6.50,8.35,11.18,15.55,8.59,14.34,16.59,10.22,8.60,3.94,Upgrade
EV/Sales Ratio,3.42,5.87,3.42,4.90,6.32,6.49,7.87,7.52,5.44,5.34,5.47,Upgrade
EV/EBITDA Ratio,8.15,13.65,7.55,14.59,16.68,17.67,22.26,20.84,16.52,20.34,18.93,Upgrade
EV/EBIT Ratio,8.58,14.34,7.92,15.78,17.77,19.05,24.61,22.89,18.49,23.45,21.35,Upgrade
EV/FCF Ratio,6.64,10.01,7.69,14.53,22.95,15.37,25.74,27.06,15.61,13.80,6.65,Upgrade
Debt / Equity Ratio,0.33,0.72,0.19,0.31,0.60,0.91,1.17,0.99,0.68,0.70,1.06,Upgrade
Debt / EBITDA Ratio,2.81,5.81,1.51,4.17,6.15,9.24,10.43,8.71,6.72,8.48,8.70,Upgrade
Debt / FCF Ratio,2.29,4.26,1.54,4.15,8.46,8.04,12.06,11.31,6.35,5.75,3.05,Upgrade
Asset Turnover,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,Upgrade
Return on Equity (ROE),9.00%,9.30%,9.30%,5.90%,7.70%,7.80%,7.10%,7.80%,6.80%,5.30%,7.90%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.30%,0.80%,1.10%,1.10%,0.80%,1.00%,0.90%,0.70%,0.80%,Upgrade
Return on Capital (ROIC),1.40%,1.40%,1.70%,1.00%,1.30%,1.30%,1.10%,1.20%,1.20%,1.00%,1.10%,Upgrade
Earnings Yield,11.37%,8.48%,8.93%,5.88%,6.39%,7.85%,4.61%,4.98%,5.92%,4.77%,5.56%,Upgrade
FCF Yield,18.45%,15.28%,11.64%,7.80%,5.91%,11.73%,6.39%,5.62%,9.44%,10.91%,24.53%,Upgrade
Dividend Yield,4.85%,4.17%,2.99%,3.04%,2.54%,3.11%,2.24%,2.17%,2.71%,2.44%,2.19%,Upgrade
Payout Ratio,51.60%,49.20%,33.40%,51.80%,39.80%,39.60%,48.50%,43.50%,45.60%,51.30%,39.10%,Upgrade
Buyback Yield / Dilution,0.95%,3.18%,1.85%,1.73%,-21.78%,-50.55%,0.25%,2.77%,2.15%,-84.30%,3.81%,Upgrade
Total Shareholder Return,5.81%,7.35%,4.84%,4.77%,-19.24%,-47.43%,2.49%,4.94%,4.86%,-81.85%,6.00%,Upgrade
