Year,Current,2022,2021
Market Capitalization,434,426,422
Market Cap Growth,-,0.99%,-
Enterprise Value,434,426,421
PE Ratio,79.88,175.60,-1879.13
PB Ratio,-38.70,-38.66,-40.89
P/FCF Ratio,-401.52,-406.09,-711.59
P/OCF Ratio,-401.52,-406.09,-711.59
EV/EBITDA Ratio,65.81,129.60,-1875.61
EV/EBIT Ratio,65.81,129.60,-1875.61
EV/FCF Ratio,-401.27,-405.70,-710.25
Current Ratio,0.29,0.60,2.93
Return on Equity (ROE),-46.10%,-22.50%,-
Return on Assets (ROA),1.60%,0.80%,-
Return on Capital (ROIC),2.10%,1.10%,-
Earnings Yield,1.16%,0.57%,-0.05%
FCF Yield,-0.25%,-0.25%,-0.14%
Buyback Yield / Dilution,-103.47%,-,
Total Shareholder Return,-103.47%,-,
