Year,Current,2022,2021
Market Capitalization,124,432,421
Market Cap Growth,-,2.61%,-
Enterprise Value,122,431,421
PE Ratio,24.21,24.00,-45.68
PB Ratio,-24.98,-24.98,-13.07
P/FCF Ratio,314.58,1098.87,-276.58
P/OCF Ratio,314.58,1098.87,-276.58
EV/EBITDA Ratio,6.52,22.95,-45.67
EV/EBIT Ratio,6.52,22.95,-45.67
EV/FCF Ratio,311.40,1095.69,-276.50
Debt / Equity Ratio,-,-,0.00
Debt / EBITDA Ratio,-,-,-0.01
Debt / FCF Ratio,-,-,-0.04
Current Ratio,0.20,0.20,0.15
Return on Equity (ROE),-89.70%,-89.70%,81.20%
Return on Assets (ROA),5.20%,5.20%,-2.80%
Return on Capital (ROIC),5.50%,5.50%,-2.80%
Earnings Yield,14.55%,4.17%,-2.19%
FCF Yield,0.32%,0.09%,-0.36%
Buyback Yield / Dilution,-20.20%,-20.20%,-
Total Shareholder Return,-20.20%,-20.20%,-
