Year,Current,2022,2021
Market Capitalization,86,114,-
Enterprise Value,87,114,0
PE Ratio,-168.42,-218.95,-
PB Ratio,-34.82,-36.01,-
P/FCF Ratio,-98.80,-106.53,-
P/OCF Ratio,-98.80,-106.53,-
EV/EBITDA Ratio,-275.36,-389.21,-9.80
EV/EBIT Ratio,-275.36,-389.21,-9.80
EV/FCF Ratio,-99.64,-106.67,-9.80
Debt / Equity Ratio,-0.31,-0.08,21.18
Debt / EBITDA Ratio,-2.43,-0.85,-10.38
Debt / FCF Ratio,-0.88,-0.23,-10.38
Current Ratio,0.10,0.22,1.05
Return on Equity (ROE),29.10%,21.30%,-
Return on Assets (ROA),-1.10%,-0.60%,-
Return on Capital (ROIC),-0.70%,-0.30%,-
Earnings Yield,-1.01%,-0.46%,-
FCF Yield,-1.72%,-0.94%,-
Buyback Yield / Dilution,-59.38%,-432.01%,-
Total Shareholder Return,-59.38%,-432.01%,-
