Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,836,"1,155","1,350","1,026","1,254","1,116",991,990,609,547,489,Upgrade
Market Cap Growth,-,-14.40%,31.53%,-18.18%,12.35%,12.61%,0.11%,62.47%,11.44%,11.75%,33.75%,Upgrade
Enterprise Value,"1,660","1,507","1,691","2,048","2,314","1,910","1,978","2,296","1,739","1,424","1,069",Upgrade
PE Ratio,8.11,11.00,11.90,12.49,16.82,15.06,18.25,20.07,13.85,26.25,11.88,Upgrade
PS Ratio,3.26,4.62,5.28,4.73,6.06,5.46,5.61,5.85,3.71,4.70,3.82,Upgrade
PB Ratio,1.11,1.55,1.48,1.17,1.56,1.53,1.32,1.91,1.37,1.29,1.89,Upgrade
P/FCF Ratio,5.31,5.29,9.02,12.68,19.35,10.07,12.07,12.33,8.80,10.75,9.09,Upgrade
P/OCF Ratio,5.07,5.10,8.65,11.34,15.56,9.12,10.81,11.42,8.35,9.76,8.22,Upgrade
EV/Sales Ratio,6.48,6.03,6.61,9.45,11.17,9.35,11.19,13.57,10.59,12.24,8.35,Upgrade
EV/EBITDA Ratio,12.48,11.52,11.89,19.40,23.16,19.42,24.53,33.39,29.03,64.37,21.32,Upgrade
EV/EBIT Ratio,13.60,12.59,12.92,21.90,26.36,22.66,28.08,38.47,33.91,76.29,23.09,Upgrade
EV/FCF Ratio,10.54,6.89,11.30,25.30,35.69,17.22,24.09,28.59,25.11,27.99,19.85,Upgrade
Debt / Equity Ratio,1.51,0.74,0.59,1.29,1.45,1.25,1.57,2.85,2.73,2.26,2.44,Upgrade
Debt / EBITDA Ratio,8.53,4.21,3.82,10.70,11.71,9.30,14.70,21.45,20.21,43.47,12.65,Upgrade
Debt / FCF Ratio,7.21,2.52,3.63,13.96,18.05,8.25,14.44,18.37,17.48,18.91,11.77,Upgrade
Asset Turnover,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,Upgrade
Return on Equity (ROE),14.40%,14.10%,12.80%,9.90%,9.40%,9.90%,9.10%,10.30%,10.00%,6.60%,16.60%,Upgrade
Return on Assets (ROA),1.40%,1.40%,1.60%,1.10%,1.20%,1.20%,0.90%,0.90%,0.90%,0.60%,1.20%,Upgrade
Return on Capital (ROIC),1.60%,1.60%,1.70%,1.10%,1.20%,1.30%,1.00%,1.00%,0.90%,0.40%,1.20%,Upgrade
Earnings Yield,12.69%,9.09%,8.40%,8.01%,5.94%,6.64%,5.48%,4.98%,7.22%,3.81%,8.42%,Upgrade
FCF Yield,18.84%,18.92%,11.08%,7.89%,5.17%,9.93%,8.28%,8.11%,11.36%,9.30%,11.00%,Upgrade
Dividend Yield,3.96%,3.89%,3.28%,4.19%,3.39%,3.78%,3.26%,2.62%,4.12%,3.29%,3.29%,Upgrade
Payout Ratio,42.30%,42.80%,39.40%,52.60%,57.00%,56.60%,60.30%,53.00%,57.10%,87.10%,39.10%,Upgrade
Buyback Yield / Dilution,2.99%,0.53%,2.41%,2.06%,3.96%,-19.46%,-9.24%,1.33%,-27.74%,-0.65%,1.88%,Upgrade
Total Shareholder Return,6.95%,4.42%,5.68%,6.25%,7.35%,-15.68%,-5.99%,3.96%,-23.62%,2.64%,5.17%,Upgrade
