Year,Current,2022,2021
Market Capitalization,389,380,370
Market Cap Growth,-,2.74%,-
Enterprise Value,389,380,369
PE Ratio,-437.79,-437.79,-662.88
PB Ratio,-22.45,-22.45,-28.74
P/FCF Ratio,-225.73,-225.73,-375.10
P/OCF Ratio,-225.73,-225.73,-375.10
EV/EBITDA Ratio,12109.15,11828.82,-662.12
EV/EBIT Ratio,12109.15,11828.82,-662.12
EV/FCF Ratio,-225.44,-225.44,-373.59
Current Ratio,0.42,0.42,2.03
Return on Equity (ROE),5.90%,5.90%,-
Return on Assets (ROA),-0.30%,-0.30%,-
Earnings Yield,-0.22%,-0.23%,-0.15%
FCF Yield,-0.43%,-0.44%,-0.27%
Buyback Yield / Dilution,-432.20%,-432.20%,-
Total Shareholder Return,-432.20%,-432.20%,-
